team,side,position,depth_rank,name,class_year,jersey,ourlads_id
Arizona State Sun Devils,offense,C,3,Makua Pule,RS-JR,71,167133
Arizona State Sun Devils,offense,RG,1,Wade Helton,RS-SO/TR,64,171457
Arizona State Sun Devils,offense,RG,2,Rob Lapuaho,RS-FR,53,177033
Arizona State Sun Devils,offense,RG,3,Manamo'ui Muti,RS-FR,52,175468
Arizona State Sun Devils,offense,RT,1,Jalen Klemm,RS-SR/TR,70,76210
Arizona State Sun Devils,offense,RT,2,Luke Baklenko,SR/TR,78,161216
Arizona State Sun Devils,offense,RT,3,Desean Bryant Jr.,RS-FR,54,175464
Arizona State Sun Devils,offense,TE,1,Khamari Anderson,SR/TR,15,159793
Arizona State Sun Devils,offense,TE,2,AJ Ia,SO,0,174115
Arizona State Sun Devils,offense,TE,3,Anthony Miller,RS-JR/TR,85,165795
Arizona State Sun Devils,offense,TE,4,Clayton Smith,GR/TR,10,160331
Arizona State Sun Devils,offense,QB,1,Cutter Boley,RS-SO/TR,8,168308
Arizona State Sun Devils,offense,QB,2,Mikey Keene,RS-SR/TR,12,161723
Arizona State Sun Devils,offense,QB,3,Jake Fette,FR,2,180672
Arizona State Sun Devils,offense,QB,4,Cameron Dyer,RS-FR,13,174116
Arizona State Sun Devils,offense,RB,1,Kyson Brown,SR,1,163652
Arizona State Sun Devils,offense,RB,2,Demarius Robinson,SO,23,175470
Arizona State Sun Devils,offense,RB,3,Marquis Gillis,RS-SR/TR,6,179368
Arizona State Sun Devils,offense,RB,4,Cardae Mack,FR,25,180677
Arizona State Sun Devils,offense,RB,5,Jason Brown Jr.,RS-SO,22,169092
Arizona State Sun Devils,defense,LDE,1,Roman Pitre,RS-SR/TR,5,80470
Arizona State Sun Devils,defense,LDE,2,Emar'rion Winston,RS-SR/TR,4,153660
Arizona State Sun Devils,defense,LDE,3,Kirt Vakalahi,JR/TR,44,180687
Arizona State Sun Devils,defense,LDT,1,C.J. Fite,SR,99,159776
Arizona State Sun Devils,defense,LDT,2,Zac Swanson,RS-SR/TR,92,157464
Arizona State Sun Devils,defense,LDT,3,Rashad McKenzie,RS-SR/TR,91,157556
Arizona State Sun Devils,defense,LDT,4,Ramar Williams,RS-SO,55,169110
Arizona State Sun Devils,defense,RDT,1,Blazen Lono-Wong,RS-SR,97,157527
Arizona State Sun Devils,defense,RDT,2,MyKeil Gardner,RS-JR/TR,93,159921
Arizona State Sun Devils,defense,RDT,3,Jeffrey Manns,JR/TR,95,180678
Arizona State Sun Devils,defense,RDE,1,Jalen Thompson,SR/TR,9,161115
Arizona State Sun Devils,defense,RDE,2,Albert Smith III,RS-SO,3,169106
Arizona State Sun Devils,defense,RDE,3,Julian Hugo,FR,98,180673
Arizona State Sun Devils,defense,WLB,1,Martell Hughes,JR,8,169096
Arizona State Sun Devils,defense,WLB,2,Zyrus Fiaseu,RS-SR/TR,30,79807
Arizona State Sun Devils,defense,WLB,3,Tristan Bacon,RS-FR,45,177030
Arizona State Sun Devils,defense,WLB,4,Mason Marden,FR,43,180679
Arizona State Sun Devils,defense,MLB,1,Owen Long,JR/TR,22,173234
Arizona State Sun Devils,defense,MLB,2,Prayer Young-Blackgoat,RS-SO,13,171592
Arizona State Sun Devils,defense,MLB,3,Isaiah Iosefa,SO,54,175467
Arizona State Sun Devils,defense,MLB,4,Ramere Davis,RS-SO/TR,18,180670
Arizona State Sun Devils,defense,LCB,1,Rodney Bimage Jr.,RS-SO,0,169091
Arizona State Sun Devils,defense,LCB,2,Caleb Chester,RS-FR/TR,25,175654
Arizona State Sun Devils,defense,LCB,3,Daquwan Dunn,RS-FR,19,180671
Arizona State Sun Devils,defense,SS,1,Lyrik Rawls,RS-SR/TR,2,147502
Arizona State Sun Devils,defense,SS,2,Antoine Belgrave-Shorter,RS-SO/TR,35,167654
Arizona State Sun Devils,defense,SS,3,Maurice Williams,JR/TR,20,168643
Arizona State Sun Devils,defense,FS,1,Adrian Wilson,RS-JR/TR,6,161059
Arizona State Sun Devils,defense,FS,2,Jessiah McGrew,SO/TR,23,176776
Arizona State Sun Devils,defense,FS,3,Kyan McDonald,JR,21,169102
Arizona State Sun Devils,defense,FS,4,Ben Alefaio-Lilii,SO,12,177029
Arizona State Sun Devils,defense,RCB,1,Ashton Stamps,RS-JR/TR,1,162939
Arizona State Sun Devils,defense,RCB,2,Joseph Smith,SO,15,175473
Arizona State Sun Devils,defense,RCB,3,Nigel Pringle,RS-FR/TR,16,176483
Arizona State Sun Devils,defense,NB,1,Montana Warren,RS-JR,7,159785
Arizona State Sun Devils,special_teams,PT,1,Nick McLarty,RS-SO/TR,35,170326
Arizona State Sun Devils,special_teams,PT,2,Kanyon Floyd,JR,31,169093
Arizona State Sun Devils,special_teams,PK,1,Carson Smith,RS-SR/TR,32,79338
Arizona State Sun Devils,special_teams,PK,2,Carston Kieffer,RS-JR,26,166639
Arizona State Sun Devils,special_teams,KO,1,Carson Smith,RS-SR/TR,32,79338
Arizona State Sun Devils,special_teams,KO,2,Carston Kieffer,RS-JR,26,166639
Arizona State Sun Devils,special_teams,LS,1,Grayson Curtis,RS-SR/TR,43,158714
Arizona State Sun Devils,special_teams,LS,2,Tyler Wigglesworth,RS-SR/TR,39,169111
Arizona State Sun Devils,special_teams,H,1,Nick McLarty,RS-SO/TR,35,170326
Arizona State Sun Devils,special_teams,H,2,Kanyon Floyd,JR,31,169093
Arizona State Sun Devils,special_teams,PR,1,Jaren Hamilton,RS-JR/TR,16,161394
Arizona State Sun Devils,special_teams,PR,2,Jalen Moss,RS-SR/TR,18,156720
Arizona State Sun Devils,special_teams,PR,3,Raiden Vines-Bright,SO/TR,7,174337
Arizona State Sun Devils,special_teams,KR,1,Jaren Hamilton,RS-JR/TR,16,161394
Arizona State Sun Devils,special_teams,KR,2,Jalen Moss,RS-SR/TR,18,156720
Arizona State Sun Devils,special_teams,KR,3,Raiden Vines-Bright,SO/TR,7,174337
Arkansas Razorbacks,offense,WR-X,1,Chris Marshall,RS-SR/TR,6,73190
Arkansas Razorbacks,offense,WR-X,2,Antonio Jordan,RS-FR,19,175851
Arkansas Razorbacks,offense,WR-X,3,Courtney Crutchfield,RS-SO/TR,1,171085
Arkansas Razorbacks,offense,WR-X,4,Jude Hall,FR,18,181327
Arkansas Razorbacks,offense,WR-Z,1,CJ Brown,JR,3,168075
Arkansas Razorbacks,offense,WR-Z,2,Donovan Faupel,SR/TR,8,166172
Arkansas Razorbacks,offense,WR-Z,3,Monte Harrison,RS-SO,11,28420
Arkansas Razorbacks,offense,WR-Z,4,Blair Irvin III,FR,88,181330
Arkansas Razorbacks,offense,WR-SL,1,Jamari Hawkins,RS-SR/TR,9,157630
Arkansas Razorbacks,offense,WR-SL,2,Ismael Cisse,RS-JR/TR,4,161218
Arkansas Razorbacks,offense,WR-SL,3,Jelani Watkins,RS-SO/TR,13,169015
Arkansas Razorbacks,offense,WR-SL,4,Dequane Prevo,FR,80,181334
Arkansas Razorbacks,offense,LT,1,Kavion Broussard,RS-SO/TR,75,167957
Arkansas Razorbacks,offense,LT,2,Josiah Clemons,RS-FR/TR,79,177644
Arkansas Razorbacks,offense,LT,3,Aaron Smith,RS-JR,65,165257
Arkansas Razorbacks,offense,LT,4,Ben Mubenga,FR,56,181333
Arkansas Razorbacks,offense,LG,1,Malachi Breland,RS-JR/TR,71,162062
Arkansas Razorbacks,offense,LG,2,Terence Roberson Jr.,RS-SO/TR,74,179457
Arkansas Razorbacks,offense,LG,3,Daniel Grein,RS-FR/TR,70,181325
Arkansas Razorbacks,offense,LG,4,Lucas Possenti,RS-SO/TR,78,171857
Arkansas Razorbacks,offense,C,1,Caden Kitler,RS-SR/TR,52,157611
Arkansas Razorbacks,offense,C,2,Kash Courtney,RS-FR,53,175299
Arkansas Razorbacks,offense,C,3,Alex Johnson,RS-SO,62,171108
Arkansas Razorbacks,offense,C,4,Kaden Bramlage,FR,61,181322
Arkansas Razorbacks,offense,C,5,Carey Clayton,FR,55,179448
Arkansas Razorbacks,offense,RG,1,Kobe Branham,RS-SO,50,168060
Arkansas Razorbacks,offense,RG,2,Brooks Edmonson,RS-SR,73,156765
Arkansas Razorbacks,offense,RG,3,Payton Parks-Smith,RS-SR/TR,66,175850
Arkansas Razorbacks,offense,RG,4,Tucker Young,FR,72,181338
Arkansas Razorbacks,offense,RT,1,Bryant Williams,RS-SR/TR,64,155898
Arkansas Razorbacks,offense,RT,2,Adam Hawkes,RS-SO/TR,54,173171
Arkansas Razorbacks,offense,RT,3,Jonas Nantze,RS-SO,60,171102
Arkansas Razorbacks,offense,RT,4,Hugh Smith,FR,63,181336
Arkansas Razorbacks,offense,TE,1,Jaden Platt,RS-JR/TR,83,160830
Arkansas Razorbacks,offense,TE,2,Ty Lockwood,RS-JR/TR,85,161395
Arkansas Razorbacks,offense,TE,3,Maddox Lassiter,RS-JR,47,165250
Arkansas Razorbacks,offense,TE,4,Matt Adcock,SR/TR,32,175978
Arkansas Razorbacks,offense,QB,1,KJ Jackson,RS-SO,7,168064
Arkansas Razorbacks,offense,QB,2,AJ Hill,RS-FR/TR,2,174645
Arkansas Razorbacks,offense,QB,3,Hank Hendrix,FR,14,181329
Arkansas Razorbacks,offense,QB,4,Cade Trotter,RS-FR/TR,10,174489
Arkansas Razorbacks,offense,QB,5,Braeden Fuller,RS-SR/TR,16,179450
Arkansas Razorbacks,offense,RB,1,Braylen Russell,JR,0,168071
Arkansas Razorbacks,offense,RB,2,Sutton Smith,RS-SR/TR,5,157644
Arkansas Razorbacks,offense,RB,3,Cam Settles,SO,27,175309
Arkansas Razorbacks,offense,RB,4,Jasper Parker,SO/TR,21,174067
Arkansas Razorbacks,offense,RB,5,Markeylin Batton,RS-FR,25,176479
Arkansas Razorbacks,defense,DE,1,Quincy Rhodes Jr.,SR,97,160666
Arkansas Razorbacks,defense,DE,2,Xadavien Sims,RS-SO/TR,88,169458
Arkansas Razorbacks,defense,DE,3,Caleb Bell,RS-FR,90,175297
Arkansas Razorbacks,defense,DE,4,Brian Alston,RS-JR/TR,41,163823
Arkansas Razorbacks,defense,NT,1,Hunter Osborne,RS-JR/TR,0,161397
Arkansas Razorbacks,defense,NT,2,David Oke,RS-SR/TR,92,173979
Arkansas Razorbacks,defense,NT,3,Danny Beale III,FR,99,181321
Arkansas Razorbacks,defense,NT,4,Antonio Sandel-Bascomb,RS-JR/TR,55,179464
Arkansas Razorbacks,defense,DT,1,Carlon Jones,RS-SO/TR,91,172696
Arkansas Razorbacks,defense,DT,2,Reginald Vaughn,RS-FR,94,173981
Arkansas Razorbacks,defense,DT,3,Trajen Odom,RS-FR/TR,28,173917
Arkansas Razorbacks,defense,DT,4,Keiundre Johnson,RS-FR,93,175305
Arkansas Razorbacks,defense,JACK,1,Steven Soles Jr.,JR/TR,35,168320
Arkansas Razorbacks,defense,JACK,2,Charlie Collins,JR,9,168062
Arkansas Razorbacks,defense,JACK,3,Jamonta Waller,RS-SO/TR,11,168100
Arkansas Razorbacks,defense,JACK,4,Trent Sellers,RS-FR,43,176486
Arkansas Razorbacks,defense,JACK,5,J'Lynn Allen,RS-SO/TR,30,181320
Arkansas Razorbacks,defense,WLB,1,Ja'Quavion Smith,JR/TR,25,179458
Arkansas Razorbacks,defense,WLB,2,Phoenix Jackson,RS-SR/TR,8,149966
Arkansas Razorbacks,defense,WLB,3,Jeremy Evans,RS-SR/TR,42,153579
Arkansas Razorbacks,defense,MLB,1,Bradley Shaw,JR,7,169854
Arkansas Razorbacks,defense,MLB,2,Ben Bogle,RS-SR/TR,44,176515
Arkansas Razorbacks,defense,MLB,3,Wyatt Simmons,RS-SO,10,171104
Arkansas Razorbacks,defense,LCB,1,La'khi Roland,JR/TR,4,167816
Arkansas Razorbacks,defense,LCB,2,Shelton Lewis,RS-JR/TR,2,160314
Arkansas Razorbacks,defense,LCB,3,Brandon Ford,FR,29,179463
Arkansas Razorbacks,defense,SS,1,Miguel Mitchell,RS-SR/TR,24,168056
Arkansas Razorbacks,defense,SS,2,Kyeaure Magloire,RS-SR/TR,14,179456
Arkansas Razorbacks,defense,SS,3,Nsongbeh Ginyui,SO/TR,15,179451
Arkansas Razorbacks,defense,SS,4,Ian Williams,SO/TR,23,175996
Arkansas Razorbacks,defense,FS,1,Christian Harrison,RS-SR/TR,1,156858
Arkansas Razorbacks,defense,FS,2,John Howse IV,RS-SR/TR,18,147465
Arkansas Razorbacks,defense,FS,3,Tay Lockett,FR,22,179455
Arkansas Razorbacks,defense,FS,4,LaMarcus Hicks II,RS-FR/TR,27,176967
Arkansas Razorbacks,defense,RCB,1,Joker Johnson,RS-JR/TR,20,163635
Arkansas Razorbacks,defense,RCB,2,DJ Hairston Jr.,SO/TR,17,179452
Arkansas Razorbacks,defense,RCB,3,Braydon Lee,RS-SO/TR,3,167807
Arkansas Razorbacks,defense,NB,1,Khmori House,JR/TR,6,168123
Arkansas Razorbacks,defense,NB,2,Carter Stoutmire,SR/TR,13,161186
Arkansas Razorbacks,defense,NB,3,Tyler Scott,RS-JR/TR,21,160126
Arkansas Razorbacks,special_teams,PT,1,Gavin Rush,RS-FR,37,175311
Arkansas Razorbacks,special_teams,PT,2,Jesse Ehrlich,RS-SR/TR,34,181323
Arkansas Razorbacks,special_teams,PK,1,Max Gilbert,RS-JR/TR,30,160799
Arkansas Razorbacks,special_teams,PK,2,Braeden McAlister,RS-SR/TR,39,164216
Arkansas Razorbacks,special_teams,PK,3,Charlie Von Der Meden,RS-SO,46,171105
Arkansas Razorbacks,special_teams,KO,1,Braeden McAlister,RS-SR/TR,39,164216
Arkansas Razorbacks,special_teams,KO,2,Max Gilbert,RS-JR/TR,30,160799
Arkansas Razorbacks,special_teams,KO,3,Charlie Von Der Meden,RS-SO,46,171105
Arkansas Razorbacks,special_teams,LS,1,Adam Johnston,RS-JR/TR,51,179454
Arkansas Razorbacks,special_teams,LS,2,Max Schmidly,RS-JR,59,165254
Arkansas Razorbacks,special_teams,H,1,Gavin Rush,RS-FR,37,175311
Arkansas Razorbacks,special_teams,H,2,Jesse Ehrlich,RS-SR/TR,34,181323
Arkansas Razorbacks,special_teams,PR,1,Sutton Smith,RS-SR/TR,5,157644
Arkansas Razorbacks,special_teams,KR,1,Sutton Smith,RS-SR/TR,5,157644
Arkansas Razorbacks,special_teams,KR,2,Jelani Watkins,RS-SO/TR,13,169015
Arkansas State Red Wolves,offense,WR-X,1,Jaylen Bonelli,SR/TR,10,177406
Arkansas State Red Wolves,offense,WR-X,2,Romel Stevens,RS-FR,18,177422
Arkansas State Red Wolves,offense,WR-X,3,Dallas Boozer,FR,81,182564
Arkansas State Red Wolves,offense,WR-Z,1,Hunter Summers,RS-JR/TR,3,163639
Arkansas State Red Wolves,offense,WR-Z,2,Deshaun Fedd,FR,21,182568
Arkansas State Red Wolves,offense,WR-SL,1,Chauncy Cobb,RS-JR,2,163827
Arkansas State Red Wolves,offense,WR-SL,2,Nana Burris,RS-SR/TR,0,169870
Arkansas State Red Wolves,offense,WR-SL,3,Kena Rego,FR,80,182582
Arkansas State Red Wolves,offense,LT,1,Sterling Wiggins,RS-JR/TR,72,182594
Arkansas State Red Wolves,offense,LT,2,Manasse Itete,RS-SO/TR,70,171166
Arkansas State Red Wolves,offense,LT,3,Cameron Ambrose,RS-SR,58,158003
Arkansas State Red Wolves,offense,LG,1,Tristian Smith,RS-SR/TR,68,158026
Arkansas State Red Wolves,offense,LG,2,Baker North,RS-SO,79,172351
Arkansas State Red Wolves,offense,LG,3,Cade Channell,RS-FR,51,175442
Arkansas State Red Wolves,offense,C,1,Mason Myers,RS-JR,52,163855
Arkansas State Red Wolves,offense,C,2,Talan Chandler,RS-SO/TR,53,168861
Arkansas State Red Wolves,offense,C,3,Gabe Fortson,RS-JR/TR,77,160895
Arkansas State Red Wolves,offense,RG,1,Wil Saxton,RS-SR/TR,50,154715
Arkansas State Red Wolves,offense,RG,2,Landry Cannon,RS-JR/TR,74,163628
Arkansas State Red Wolves,offense,RT,1,Aleric Watson,RS-SR,55,154947
Arkansas State Red Wolves,offense,RT,2,Tanner Welch,RS-JR/TR,71,162559
Arkansas State Red Wolves,offense,TE,1,Josh Burrell,RS-SR/TR,16,80518
Arkansas State Red Wolves,offense,TE,2,Tyler Little,RS-JR,11,163846
Arkansas State Red Wolves,offense,TE,3,Jabari Bush,RS-SO,17,172336
Arkansas State Red Wolves,offense,TE,4,Ezra Burgess,JR,82,172334
Arkansas State Red Wolves,offense,TE,5,Jaden Hamm,RS-JR/TR,19,161892
Arkansas State Red Wolves,offense,QB,1,Trey Owens,RS-SO/TR,9,169288
Arkansas State Red Wolves,offense,QB,2,Ethan Crawford,SR/TR,6,162563
Arkansas State Red Wolves,offense,QB,3,Drew Dickey,RS-SR/TR,7,157384
Arkansas State Red Wolves,offense,QB,4,Jérémy St-Hilaire,RS-SO/TR,12,171155
Arkansas State Red Wolves,offense,QB,5,Mason Schubert,RS-FR/TR,20,176869
Arkansas State Red Wolves,offense,RB,1,Kenyon Clay,RS-SR/TR,5,154707
Arkansas State Red Wolves,offense,RB,2,Devin Spencer,JR,4,172359
Arkansas State Red Wolves,offense,RB,3,Corey Reddick,RS-SR/TR,8,182581
Arkansas State Red Wolves,offense,RB,4,Ezell Jolly,RS-JR/TR,22,166022
Arkansas State Red Wolves,offense,RB,5,Nasir Allen,RS-FR,24,177403
Arkansas State Red Wolves,defense,DE,1,Donquarius Parker,RS-SR/TR,14,182580
Arkansas State Red Wolves,defense,DE,2,Sultan Badmus,JR/TR,11,170200
Arkansas State Red Wolves,defense,DE,3,AJ Thomas,RS-JR/TR,27,163641
Arkansas State Red Wolves,defense,NT,1,Elias Sherman,RS-JR/TR,92,182586
Arkansas State Red Wolves,defense,NT,2,Tyeland Coleman,RS-JR/TR,91,174243
Arkansas State Red Wolves,defense,NT,3,TJ Spann,JR/TR,99,182588
Arkansas State Red Wolves,defense,DT,1,Shakai Woods,RS-JR/TR,98,161088
Arkansas State Red Wolves,defense,DT,2,Ryan Reese,SO,54,177420
Arkansas State Red Wolves,defense,DT,3,Sam Hultz,RS-JR/TR,44,182573
Arkansas State Red Wolves,defense,JACK,1,Tony Carter,SO,10,177430
Arkansas State Red Wolves,defense,JACK,2,TJ Grant,JR/TR,20,182571
Arkansas State Red Wolves,defense,WLB,1,Robert Stevens III,RS-JR/TR,23,182590
Arkansas State Red Wolves,defense,WLB,2,Daniel Demery,RS-JR/TR,28,160131
Arkansas State Red Wolves,defense,WLB,3,Keoni Denny,RS-JR/TR,25,167304
Arkansas State Red Wolves,defense,WLB,4,Noah Hamlin,FR,38,182598
Arkansas State Red Wolves,defense,MLB,1,Nigel Nelson,SO,22,175454
Arkansas State Red Wolves,defense,MLB,2,Kam Moore,RS-SR/TR,9,157622
Arkansas State Red Wolves,defense,MLB,3,Joshua Ofor,RS-SO/TR,24,168223
Arkansas State Red Wolves,defense,LCB,1,Noah Flores,RS-JR/TR,3,165606
Arkansas State Red Wolves,defense,LCB,2,Braden Jackson,JR,1,172343
Arkansas State Red Wolves,defense,LCB,3,Jaylen Heyward,RS-SO/TR,2,169360
Arkansas State Red Wolves,defense,SS,1,AG McGhee,SR/TR,6,157144
Arkansas State Red Wolves,defense,SS,2,Malekhi Weedon,SO,18,177427
Arkansas State Red Wolves,defense,SS,3,James Reed III,RS-SR,19,154943
Arkansas State Red Wolves,defense,FS,1,Brandon Barnes,JR,8,172331
Arkansas State Red Wolves,defense,FS,2,Makai Shahid,RS-JR/TR,4,182585
Arkansas State Red Wolves,defense,RCB,1,Dontrae Henderson,RS-SO/TR,0,167877
