name,team,number,position,side,off_grade_off,off_grade_pass,off_grade_run,off_grade_recv,off_grade_pblk,off_grade_rblk,off_snaps_off,off_snaps_pass,off_snaps_run,off_snaps_recv,off_snaps_pblk,off_snaps_rblk,def_grade_def,def_grade_rdef,def_grade_prush,def_grade_cov,def_snaps_def,def_snaps_rdef,def_snaps_prush,def_snaps_cov,height,weight
Dre'lon Miller,BAYLOR,1,RB,Offense,53.4,,60.0,48.6,40.8,60.4,358,,47,211,17,83,,,,,,,,,"6' 0""",207
Elyjah Thurmon,BAYLOR,76,OT,Offense,69.7,,,,71.0,68.1,858,,,,459,399,,,,,,,,,"6' 5""",340
Garrick Ponder,BAYLOR,13,EDGE,Defense,,,,,,,,,,,,,80.9,72.9,79.5,76.9,392,171,165,56,"6' 2""",247
Gavin Freeman,BAYLOR,16,WR,Offense,66.0,56.8,70.6,66.1,,60.7,433,1,12,276,,144,,,,,,,,,"5' 9""",189
Hosea Wheeler,BAYLOR,0,DT,Defense,,,,,,,,,,,,,70.7,74.1,60.2,64.2,420,175,242,3,"6' 3""",306
Jacob Redding,BAYLOR,38,S,Defense,,,,,,,,,,,,,75.2,81.4,55.5,69.8,468,244,4,220,"6' 1""",200
Kamren Washington,BAYLOR,96,DT,Defense,,,,,,,,,,,,,70.8,66.9,71.3,62.5,382,180,201,1,"6' 1""",281
Kedrick Walker,BAYLOR,36,LB,Defense,,,,,,,,,,,,,53.8,69.2,62.3,30.6,471,252,34,185,"6' 3""",234
Koltin Sieracki,BAYLOR,66,OG,Offense,59.1,,,,46.0,62.6,411,,,,232,179,,,,,,,,,"6' 4""",317
LeVar Thornton Jr.,BAYLOR,25,CB,Defense,,,,,,,,,,,,,64.5,48.6,50.6,70.2,522,274,9,239,"6' 3""",182
Matthew Klopfenstein,BAYLOR,85,TE,Offense,50.7,,,52.6,57.4,49.4,326,,,146,31,149,,,,,,,,,"6' 4""",248
Reggie Bush II,BAYLOR,22,CB,Defense,,,,,,,,,,,,,66.9,55.3,52,69.7,331,173,4,154,"6' 0""",190
Stilton McKelvey,BAYLOR,23,CB,Defense,,,,,,,,,,,,,65.8,74.9,52,65.2,319,140,6,173,"5' 11""",178
Tony Livingston,BAYLOR,10,TE,Offense,76.2,,,85.1,69.9,61.4,224,,,63,17,144,,,,,,,,,"6' 6""",255
Trace Broughton,BAYLOR,78,OT,Offense,64.9,,,,62.4,65.9,763,,,,360,403,,,,,,,,,"6' 6""",305
Traevon Mitchell,BAYLOR,91,DT,Defense,,,,,,,,,,,,,80.2,82.3,76.7,49.8,439,150,285,4,"6' 0""",282
Yakari Walker,BAYLOR,68,C,Offense,60.9,,,,66.5,61.0,881,,,,504,377,,,,,,,,,"6' 2""",298
Ben Ford,BOISE ST,82,WR,Offense,72.0,,,70.8,,72.6,264,,,168,,96,,,,,,,,,"5' 10""",187
Boen Phelps,BOISE ST,1,LB,Defense,,,,,,,,,,,,,65.8,56,60.3,80.7,638,306,99,233,"6' 1""",215
Cam Bates,BOISE ST,3,WR,Offense,58.4,54.8,78.2,55.7,,56.9,443,1,7,284,,151,,,,,,,,,"5' 10""",180
Darren Morris,BOISE ST,13,WR,Offense,66.1,,,67.0,,56.7,623,,,327,,296,,,,,,,,,"6' 1""",183
David Latu,BOISE ST,92,DT,Defense,,,,,,,,,,,,,69.5,71.7,61.5,,215,104,111,,"6' 4""",325
Dylan Riley,BOISE ST,0,RB,Offense,78.9,,80.6,55.0,70.4,58.0,388,,196,144,39,9,,,,,,,,,"5' 10""",192
Jake Ripp,BOISE ST,43,LB,Defense,,,,,,,,,,,,,62,59.5,68.4,59.5,428,232,55,141,"6' 3""",240
Jason Steele,BOISE ST,67,OG,Offense,62.2,,,,58.3,62.1,647,,,,373,274,,,,,,,,,"6' 4""",300
Jayden Virgin-Morgan,BOISE ST,5,EDGE,Defense,,,,,,,,,,,,,75.6,78,61.6,84.2,728,342,325,61,"6' 3""",260
JeRico Washington Jr.,BOISE ST,15,CB,Defense,,,,,,,,,,,,,78.9,72.5,61.9,78.7,975,438,4,533,"5' 9""",176
Juelz Goff,BOISE ST,22,RB,Offense,68.9,,73.6,60.9,25.7,58.2,259,,71,146,26,16,,,,,,,,,"5' 9""",195
Maddux Madsen,BOISE ST,4,QB,Offense,68.4,66.0,63.9,,,60.0,663,369,16,,,278,,,,,,,,,"5' 10""",207
Matt Wagner,BOISE ST,88,TE,Offense,57.1,,,69.5,65.1,46.8,588,,,191,61,336,,,,,,,,,"6' 5""",250
Max Cutforth,BOISE ST,14,QB,Offense,54.7,53.2,61.0,54.3,,60.0,403,196,11,1,,195,,,,,,,,,"6' 2""",208
Max Stege,BOISE ST,95,EDGE,Defense,,,,,,,,,,,,,67.9,66.5,67.1,67.2,626,305,312,9,"6' 4""",269
Roger Carreon,BOISE ST,62,OG,Offense,64.0,,,,52.4,66.7,885,,,,473,412,,,,,,,,,"6' 5""",310
Roman Tillmon,BOISE ST,22,S,Defense,,,,,,,,,,,,,79.5,79,58.9,77.9,926,441,1,484,"5' 11""",185
Sherrod Smith,BOISE ST,8,CB,Defense,,,,,,,,,,,,,73,61.2,60,73.7,268,105,1,162,"6' 1""",185
Sire Gaines,BOISE ST,26,RB,Offense,86.2,,88.9,56.1,51.5,59.2,368,,167,110,67,24,,,,,,,,,"6' 0""",217
Alex DeGrieck,BOSTON COL,79,EDGE,Defense,,,,,,,,,,,,,75.6,74,74.1,60,444,212,231,1,"6' 4""",250
Carter Davis,BOSTON COL,7,S,Defense,,,,,,,,,,,,,52.5,70.6,69.3,43.9,582,259,4,319,"6' 1""",195
Dawson Pough,BOSTON COL,3,WR,Offense,53.4,,,53.0,,63.0,382,,,264,,118,,,,,,,,,"6' 0""",205
Evan Dickens,BOSTON COL,23,RB,Offense,84.9,,86.9,58.3,49.7,48.5,538,,230,145,83,80,,,,,,,,,"5' 10""",195
Isaiah Farris,BOSTON COL,16,CB,Defense,,,,,,,,,,,,,68.6,57.4,54.5,70.1,555,248,1,306,"5' 11""",175
Jaedn Skeete,BOSTON COL,1,WR,Offense,57.9,,,57.3,,62.0,235,,,168,,67,,,,,,,,,"6' 2""",200
Max Tucker,BOSTON COL,3,CB,Defense,,,,,,,,,,,,,56.2,45.7,46.1,59.1,412,208,2,202,"5' 11""",190
Michael Crounse,BOSTON COL,77,C,Offense,64.6,,,,71.8,63.4,632,,,,392,240,,,,,,,,,"6' 4""",315
Owen Snively,BOSTON COL,50,OG,Offense,66.8,,,,72.8,71.9,703,,,,395,308,,,,,,,,,"6' 4""",305
Ozzy Trapilo,BOSTON COL,74,OT,Offense,77.4,,,,70.4,76.0,803,,,,465,338,,,,,,,,,"6' 8""",320
Reed Swanson,BOSTON COL,80,WR,Offense,87.4,,,88.9,,66.8,573,,,355,,218,,,,,,,,,"6' 6""",210
Robert Smith IV,BOSTON COL,55,OG,Offense,57.2,,,,52.6,55.9,423,,,,267,156,,,,,,,,,"6' 4""",315
TJ Green,BOSTON COL,0,CB,Defense,,,,,,,,,,,,,62.5,61,63.7,61.8,334,126,12,196,"5' 11""",180
Blane Cleaver,BOWL GREEN,89,TE,Offense,72.9,,58.9,54.0,67.5,77.1,393,,1,48,43,301,,,,,,,,,"6' 2""",235
Drey Braxton,BOWL GREEN,41,CB,Defense,,,,,,,,,,,,,73.8,73.8,61.1,74.6,683,297,9,377,"5' 10""",175
Eli Jacon-Duffy,BOWL GREEN,8,TE,Offense,69.6,,,55.7,55.2,70.5,235,,,29,14,192,,,,,,,,,"6' 4""",245
Isaiah Dawson,BOWL GREEN,6,WR,Offense,82.9,,74.6,82.3,,68.4,433,,9,240,,184,,,,,,,,,"5' 8""",192
JoJo Johnson,BOWL GREEN,2,CB,Defense,,,,,,,,,,,,,74.9,75.9,55.9,73.7,308,135,3,170,"6' 0""",188
Ke'Marion Baldwin,BOWL GREEN,4,RB,Offense,69.8,,74.5,37.0,62.7,46.0,350,,160,149,33,8,,,,,,,,,"5' 9""",205
Myles Bradley,BOWL GREEN,23,EDGE,Defense,,,,,,,,,,,,,85.3,63.3,91.5,55.5,349,152,186,11,"6' 0""",230
Nick Sawyer,BOWL GREEN,18,CB,Defense,,,,,,,,,,,,,69.7,60.8,60,70.6,343,161,1,181,"5' 11""",178
Nick Sowell,BOWL GREEN,9,WR,Offense,62.1,,,60.6,,69.8,358,,,197,,161,,,,,,,,,"6' 5""",205
Preston EstoEsta,BOWL GREEN,9,S,Defense,,,,,,,,,,,,,58.1,49.8,64.2,61.1,298,138,4,156,"6' 1""",190
Alex Heininger,BUFFALO,67,OG,Offense,62.8,,,,75.4,57.2,484,,,,277,207,,,,,,,,,"6' 4""",295
Caleb Oliver,BUFFALO,16,EDGE,Defense,,,,,,,,,,,,,81.8,84.2,72.1,76.8,378,168,179,31,"6' 2""",240
Drayson Crane,BUFFALO,28,CB,Defense,,,,,,,,,,,,,86.8,85.9,71.8,85.1,483,276,9,198,"5' 10""",187
Jasaiah Gathings,BUFFALO,8,WR,Offense,60.9,,,60.4,,65.5,605,,,396,,209,,,,,,,,,"6' 1""",190
Joey Cheshire,BUFFALO,13,LB,Defense,,,,,,,,,,,,,67.6,60.7,70.5,72.3,573,291,33,249,"6' 0""",235
Keontez Bradley,BUFFALO,9,CB,Defense,,,,,,,,,,,,,60.4,65.4,70.3,57.7,480,251,2,227,"6' 2""",190
Kobi Blackwell,BUFFALO,0,CB,Defense,,,,,,,,,,,,,74,43.5,,79.9,401,196,,205,"5' 8""",185
Miles Greer,BUFFALO,6,S,Defense,,,,,,,,,,,,,75.2,77.8,64.6,71.9,631,311,14,306,"5' 10""",195
Patrick Clacks III,BUFFALO,3,WR,Offense,48.7,,,49.7,,58.0,255,,,181,,74,,,,,,,,,"6' 0""",195
SaVeon Brown,BUFFALO,1,CB,Defense,,,,,,,,,,,,,64.2,77,61.4,55.6,701,340,45,316,"6' 1""",215
Sayre Smothers,BUFFALO,24,CB,Defense,,,,,,,,,,,,,59.5,59.8,59.4,59.1,325,140,1,184,"5' 10""",168
Stantavious Smith,BUFFALO,95,DT,Defense,,,,,,,,,,,,,67.8,71.7,54.8,64.7,296,130,166,0,"6' 1""",285
Terrance Shelton Jr.,BUFFALO,25,RB,Offense,64.5,,67.1,59.3,68.0,44.8,259,,59,98,57,45,,,,,,,,,"5' 11""",215
Trevor Wilson,BUFFALO,87,TE,Offense,49.7,,,55.7,63.9,42.0,667,,,284,88,295,,,,,,,,,"6' 2""",240
Bear Bachmeier,BYU,47,QB,Offense,78.9,72.0,77.0,40.4,,60.1,923,464,110,8,,341,,,,,,,,,"6' 2""",230
Bodie Schoonover,BYU,48,EDGE,Defense,,,,,,,,,,,,,69.6,69.9,60.7,69.1,455,216,235,4,"6' 3""",275
Bruce Mitchell,BYU,63,C,Offense,77.8,,,,79.2,77.1,923,,,,472,451,,,,,,,,,"6' 4""",305
Cade Uluave,BYU,4,LB,Defense,,,,,,,,,,,,,60.5,57.3,90.2,55.5,662,287,44,331,"6' 1""",230
Cody Hagen,BYU,5,WR,Offense,55.3,,71.8,52.4,,55.7,436,,8,210,,218,,,,,,,,,"6' 1""",185
Evan Johnson,BYU,0,CB,Defense,,,,,,,,,,,,,82.4,74.1,54.3,82.6,824,342,12,470,"6' 0""",185
Faletau Satuala,BYU,11,S,Defense,,,,,,,,,,,,,81.6,74.6,60.4,84.9,617,256,10,351,"6' 4""",215
Hunter Clegg,BYU,90,EDGE,Defense,,,,,,,,,,,,,70.3,68.1,62.2,75.9,253,100,124,29,"6' 4""",250
Isaiah Glasker,BYU,16,LB,Defense,,,,,,,,,,,,,57.3,57,75.8,45.2,815,330,135,350,"6' 5""",240
Jayven Williams,BYU,15,CB,Defense,,,,,,,,,,,,,63.4,48.8,62.5,65.9,344,165,4,175,"6' 2""",175
John Taumoepeau,BYU,55,DT,Defense,,,,,,,,,,,,,74.3,81.2,59.4,61.9,537,258,279,0,"6' 2""",300
Jojo Phillips,BYU,13,WR,Offense,53.3,,,54.2,,45.9,340,,,203,,137,,,,,,,,,"6' 5""",205
Keayen Nead,BYU,45,TE,Offense,58.5,,,44.5,42.7,70.1,227,,,36,44,147,,,,,,,,,"6' 5""",260
Kyle Sfarcioc,BYU,64,OG,Offense,66.0,,,,64.1,65.5,606,,,,304,302,,,,,,,,,"6' 4""",305
LJ Martin,BYU,4,RB,Offense,86.3,,87.9,72.4,57.7,57.8,699,,241,229,110,119,,,,,,,,,"6' 2""",225
Logan Howland,BYU,78,OT,Offense,69.2,,,,73.6,64.6,734,,,,331,403,,,,,,,,,"6' 6""",305
Logan Jones,BYU,74,OT,Offense,71.7,,,,70.0,70.5,858,,,,420,438,,,,,,,,,"6' 4""",315
Paki Finau,BYU,58,OG,Offense,61.3,,,,72.7,56.3,426,,,,229,197,,,,,,,,,"6' 5""",310
Parker Kingston,BYU,11,WR,Offense,72.6,45.9,65.5,75.2,,57.1,682,6,25,373,,277,,,,,,,,,"5' 11""",185
Sonny Makasini,BYU,51,OG,Offense,72.9,,,,75.0,71.2,423,,,,212,211,,,,,,,,,"6' 4""",315
Therrian Alexander III,BYU,1,CB,Defense,,,,,,,,,,,,,69.6,69.5,72.8,69.8,530,216,2,312,"6' 2""",175
Tiger Bachmeier,BYU,19,WR,Offense,56.9,,65.3,53.1,,72.0,263,,2,105,,156,,,,,,,,,"6' 1""",190
Walker Lyons,BYU,7,TE,Offense,69.3,,,67.6,67.3,65.0,382,,,170,38,174,,,,,,,,,"6' 4""",245
Brady Ploucha,C MICHIGAN,59,OG,Offense,65.2,,,,73.7,63.9,529,,,,214,315,,,,,,,,,"6' 6""",315
Brock Townsend,C MICHIGAN,2,RB,Offense,73.9,,75.8,80.8,56.1,51.1,317,,82,78,56,101,,,,,,,,,"6' 0""",215
Dasan Smith,C MICHIGAN,73,OG,Offense,54.3,,,,43.1,57.8,518,,,,190,328,,,,,,,,,"6' 6""",295
Donavan Philord,C MICHIGAN,12,CB,Defense,,,,,,,,,,,,,78.2,71.9,58.3,78,524,223,1,300,"5' 11""",190
Jaden Allen,C MICHIGAN,88,TE,Offense,52.9,,,54.2,74.6,48.4,503,,,242,65,196,,,,,,,,,"6' 3""",250
Jaion Jackson,C MICHIGAN,4,CB,Defense,,,,,,,,,,,,,64,73.6,66.2,60.9,610,240,31,339,"5' 10""",170
James Reinbold,C MICHIGAN,32,EDGE,Defense,,,,,,,,,,,,,64.3,58,67.5,65.2,424,209,215,0,"6' 4""",260
Jayden Clerveaux,C MICHIGAN,31,RB,Offense,74.1,,77.8,35.9,67.7,49.5,332,,162,100,43,27,,,,,,,,,"5' 11""",220
Justin Taylor,C MICHIGAN,14,S,Defense,,,,,,,,,,,,,60.4,62.9,68.1,59.8,276,108,2,166,"6' 0""",195
Korver Demma,C MICHIGAN,5,EDGE,Defense,,,,,,,,,,,,,68.3,67.1,64.8,74,468,199,246,23,"6' 3""",235
Langston Lewis,C MICHIGAN,20,WR,Offense,73.9,59.4,70.4,76.8,,48.0,646,1,7,261,,376,,,,,,,,,"6' 0""",195
Losini Maka,C MICHIGAN,55,C,Offense,67.7,,,,74.9,63.5,763,,,,424,339,,,,,,,,,"6' 2""",315
Matthew Nehf,C MICHIGAN,66,OG,Offense,51.3,,,,54.7,54.2,352,,,,128,224,,,,,,,,,"6' 3""",300
Max Van Fleet,C MICHIGAN,97,DT,Defense,,,,,,,,,,,,,72,82.8,56.1,60.4,392,192,199,1,"6' 4""",275
Mayson Hitchens,C MICHIGAN,35,LB,Defense,,,,,,,,,,,,,60.7,61.1,55.2,62.4,787,361,69,357,"6' 1""",225
Rusty VanWetzinga IV,C MICHIGAN,8,TE,Offense,41.1,,,47.0,76.2,38.9,249,,,17,16,216,,,,,,,,,"6' 1""",235
Tommy McIntosh,C MICHIGAN,15,WR,Offense,65.3,,,64.5,,72.1,570,,,237,,333,,,,,,,,,"6' 4""",205
Vaughn Blue,C MICHIGAN,24,RB,Offense,65.3,,71.1,61.8,37.3,49.4,223,,48,59,31,85,,,,,,,,,"5' 11""",205
Adam Mohammed,CAL,24,RB,Offense,85.9,,89.5,75.3,51.9,47.0,327,,107,134,48,38,,,,,,,,,"6' 0""",220
Aidan Keanaaina,CAL,47,DT,Defense,,,,,,,,,,,,,76.9,85.1,58.5,54.7,544,272,271,1,"6' 3""",320
Ashten Emory,CAL,20,RB,Offense,71.5,,75.7,55.2,75.8,53.8,435,,121,156,90,68,,,,,,,,,"5' 11""",210
Ashton Rivera,CAL,58,C,Offense,54.0,,,,48.7,54.5,569,,,,297,272,,,,,,,,,"6' 2""",315
Bastian Swinney,CAL,76,C,Offense,60.0,,,61.6,74.6,59.3,316,,,1,208,107,,,,,,,,,"6' 6""",315
Chase Hendricks,CAL,7,WR,Offense,83.8,,57.3,87.6,,55.1,834,,1,409,,424,,,,,,,,,"6' 0""",195
Dorian Thomas,CAL,0,TE,Offense,65.9,,,74.4,53.4,44.4,629,,,350,33,246,,,,,,,,,"6' 4""",255
Ian Strong,CAL,9,WR,Offense,78.9,,,80.0,,54.6,644,,,377,,267,,,,,,,,,"6' 4""",215
Jackson Brousseau,CAL,11,QB,Offense,55.3,55.8,53.4,57.2,,60.2,429,265,6,1,,157,,,,,,,,,"6' 4""",225
Jaron-Keawe Sagapolutele,CAL,3,QB,Offense,78.3,79.4,47.2,48.3,65.5,60.1,907,578,21,4,1,303,,,,,,,,,"6' 3""",225
Jordan King,CAL,4,WR,Offense,63.9,,,65.5,70.4,58.0,318,,,206,2,110,,,,,,,,,"6' 2""",215
Mark Hamper,CAL,15,WR,Offense,59.4,,,60.5,,44.5,245,,,159,,86,,,,,,,,,"6' 2""",205
Mason Mini,CAL,85,TE,Offense,57.4,88.0,64.5,66.8,55.2,36.2,601,2,2,290,79,228,,,,,,,,,"6' 4""",245
Michael Hurst Jr.,CAL,16,S,Defense,,,,,,,,,,,,,78.4,79.4,61.2,76.3,545,211,9,325,"6' 0""",200
Ricky Fletcher,CAL,1,CB,Defense,,,,,,,,,,,,,66.2,61.9,,66.5,292,125,,167,"6' 3""",210
Sioape Vatikani,CAL,71,OG,Offense,57.8,,,59.2,50.9,61.0,635,,,1,400,234,,,,,,,,,"6' 4""",330
Tyson Ruffins,CAL,56,C,Offense,68.0,,,,82.9,63.4,878,,,,560,318,,,,,,,,,"6' 2""",310
CJ Clinkscales Jr.,CHARLOTTE,12,CB,Defense,,,,,,,,,,,,,64.3,83.2,68.9,58.2,471,230,2,239,"5' 8""",175
Cam Pedro,CHARLOTTE,0,WR,Offense,67.8,,63.2,69.2,,50.2,670,,2,479,,189,,,,,,,,,"5' 11""",180
Dallas Shirley,CHARLOTTE,70,C,Offense,56.1,,,,54.0,59.9,605,,,,359,246,,,,,,,,,"6' 4""",290
Gavin Willis,CHARLOTTE,13,LB,Defense,,,,,,,,,,,,,71.5,71,61.8,67.4,342,214,31,97,"6' 0""",230
Grayson Loftis,CHARLOTTE,12,QB,Offense,58.8,61.8,46.4,,,60.0,417,277,18,,,122,,,,,,,,,"6' 3""",215
Gus McGee,CHARLOTTE,17,TE,Offense,58.7,,,59.7,59.4,58.5,436,,,203,59,174,,,,,,,,,"6' 5""",250
Jaden Barnes,CHARLOTTE,1,WR,Offense,72.0,,,71.8,,63.4,441,,,322,,119,,,,,,,,,"5' 8""",170
Kadin Schmitz,CHARLOTTE,19,LB,Defense,,,,,,,,,,,,,54.5,59.6,60.5,50.4,511,286,41,184,"6' 1""",235
Lane Wadle,CHARLOTTE,88,TE,Offense,48.6,,,53.5,54.1,47.1,321,,,121,46,154,,,,,,,,,"6' 4""",255
Logan Mauldin,CHARLOTTE,3,TE,Offense,67.2,,,73.7,42.2,53.3,499,,,242,48,209,,,,,,,,,"6' 4""",230
Nic Cruji,CHARLOTTE,65,C,Offense,66.0,,,,75.5,66.9,789,,,,409,380,,,,,,,,,"6' 4""",310
Shaku Sangarie,CHARLOTTE,55,EDGE,Defense,,,,,,,,,,,,,63.7,73.1,60,54.6,517,225,285,7,"6' 2""",250
Zyheem Collick,CHARLOTTE,8,WR,Offense,66.0,,67.8,66.2,,59.0,685,,2,405,,278,,,,,,,,,"5' 11""",165
Antwan Peek Jr.,CINCINNATI,3,S,Defense,,,,,,,,,,,,,81.4,89.8,81.4,69.4,424,243,0,181,"6' 1""",220
Bless Harris,CINCINNATI,73,OT,Offense,59.2,,,,64.0,55.9,719,,,,354,365,,,,,,,,,"6' 6""",320
Cole Tabb,CINCINNATI,3,RB,Offense,72.6,,75.8,53.9,17.2,59.0,234,,120,82,27,5,,,,,,,,,"5' 8""",203
Daniel James,CINCINNATI,25,CB,Defense,,,,,,,,,,,,,59.2,55.6,60,61.4,304,160,1,143,"5' 10""",183
Dontay Corleone,CINCINNATI,2,DT,Defense,,,,,,,,,,,,,72.6,80.9,59.5,59.3,352,184,167,1,"6' 1""",335
Evan Tengesdahl,CINCINNATI,50,OG,Offense,85.4,,,,77.5,89.7,735,,,,408,327,,,,,,,,,"6' 3""",323
JC French IV,CINCINNATI,4,QB,Offense,65.4,63.1,64.5,42.9,67.5,60.1,842,498,67,4,1,272,,,,,,,,,"6' 1""",205
JV Gibson,CINCINNATI,11,WR,Offense,57.1,77.7,,56.9,,51.5,373,1,,235,,137,,,,,,,,,"6' 2""",208
Jacob Finley,CINCINNATI,0,CB,Defense,,,,,,,,,,,,,64.1,70.4,67.3,61.8,674,343,7,324,"6' 0""",190
Jasper Beeler,CINCINNATI,18,S,Defense,,,,,,,,,,,,,76.3,78.2,75.6,71.2,771,399,5,367,"6' 1""",192
Jonathan Thompson,CINCINNATI,22,LB,Defense,,,,,,,,,,,,,73.5,79.9,65.9,63.7,592,288,48,256,"6' 2""",228
KK Meier,CINCINNATI,14,CB,Defense,,,,,,,,,,,,,58.6,60,44.2,60,399,165,2,232,"6' 0""",205
Kenny Worthy,CINCINNATI,8,CB,Defense,,,,,,,,,,,,,69,64.8,76.2,68,384,157,4,223,"6' 0""",187
Larenzo Fenner,CINCINNATI,2,WR,Offense,87.3,,63.2,89.3,,64.3,686,,1,323,,362,,,,,,,,,"6' 1""",181
Liam O'Brien,CINCINNATI,10,QB,Offense,82.5,72.6,81.5,55.8,,60.0,684,380,115,2,,187,,,,,,,,,"6' 0""",205
MJ Cannon,CINCINNATI,2,CB,Defense,,,,,,,,,,,,,74.3,79.7,64,72.4,752,360,21,371,"6' 3""",210
Malachi Henry,CINCINNATI,9,WR,Offense,75.3,,,76.2,,58.9,721,,,393,,328,,,,,,,,,"6' 0""",205
Preston Wilson,CINCINNATI,76,OT,Offense,60.4,,,,59.8,60.4,813,,,,441,372,,,,,,,,,"6' 5""",315
Reid Mullins,CINCINNATI,74,OT,Offense,69.5,,,,64.9,69.9,765,,,,427,338,,,,,,,,,"6' 5""",300
Taran Tyo,CINCINNATI,77,OG,Offense,72.7,,,,68.7,76.1,766,,,,429,337,,,,,,,,,"6' 3""",325
Thomas Johnson,CINCINNATI,54,EDGE,Defense,,,,,,,,,,,,,90,73,92,60.4,483,215,268,0,"6' 3""",250
Ty Goodwill,CINCINNATI,7,S,Defense,,,,,,,,,,,,,81.2,66.3,,86.3,327,142,,185,"6' 3""",195
Zylan Perry,CINCINNATI,7,RB,Offense,74.6,,75.5,65.8,57.2,60.5,408,,142,164,52,50,,,,,,,,,"5' 11""",212
Ashton Hampton,CLEMSON,2,CB,Defense,,,,,,,,,,,,,70.7,75.4,64.6,68.6,704,258,9,437,"6' 2""",205
Blake Miller,CLEMSON,73,OT,Offense,82.2,,,,75.8,78.4,854,,,,485,369,,,,,,,,,"6' 6""",310
Branden Strozier,CLEMSON,1,CB,Defense,,,,,,,,,,,,,66.1,49.8,60,69.4,339,107,1,231,"6' 1""",190
Brayden Jacobs,CLEMSON,74,OG,Offense,71.9,,,,71.3,71.9,363,,,,204,159,,,,,,,,,"6' 7""",345
Bryant Wesco Jr.,CLEMSON,12,WR,Offense,74.8,,59.6,74.9,,59.6,334,,1,215,,118,,,,,,,,,"6' 2""",195
CJ Wesley,CLEMSON,23,EDGE,Defense,,,,,,,,,,,,,75.9,63.8,85.3,57.9,369,179,163,27,"6' 2""",245
Christian Bentancur,CLEMSON,87,TE,Offense,64.0,,,63.2,71.9,59.3,328,,,159,27,142,,,,,,,,,"6' 4""",250
Cole Turner,CLEMSON,22,WR,Offense,57.2,,58.9,57.3,,61.9,301,,1,182,,118,,,,,,,,,"6' 1""",190
Collin Sadler,CLEMSON,50,OG,Offense,56.7,,,65.1,49.1,58.5,599,,,0,360,239,,,,,,,,,"6' 6""",310
Corey Myrick,CLEMSON,22,S,Defense,,,,,,,,,,,,,87.3,84,58.7,86.2,714,329,1,384,"6' 3""",200
DeMonte Capehart,CLEMSON,19,DT,Defense,,,,,,,,,,,,,71.2,74.5,61.9,60,347,143,204,0,"6' 5""",315
Elliot Washington II,CLEMSON,3,CB,Defense,,,,,,,,,,,,,64.4,65.9,,63.4,256,120,,136,"5' 11""",200
Harris Sewell,CLEMSON,55,OG,Offense,60.3,,,,48.0,61.8,641,,,,372,269,,,,,,,,,"6' 4""",310
Jahiem Lawson,CLEMSON,15,EDGE,Defense,,,,,,,,,,,,,77.7,78,73.4,70.4,300,100,173,27,"6' 2""",250
Jerome Carter III,CLEMSON,6,S,Defense,,,,,,,,,,,,,76.2,81.8,62.1,73.8,707,308,15,384,"6' 1""",195
Kourtney Kelly,CLEMSON,44,DT,Defense,,,,,,,,,,,,,72.6,72.4,67,60.6,313,137,174,2,"6' 3""",290
London Merritt,CLEMSON,14,EDGE,Defense,,,,,,,,,,,,,72.5,76.5,61,62.8,323,174,146,3,"6' 3""",255
Misun Kelley,CLEMSON,10,CB,Defense,,,,,,,,,,,,,49.9,45.6,55.7,50.9,271,91,12,168,"5' 9""",185
Olsen Patt-Henry,CLEMSON,11,TE,Offense,54.2,,,51.5,71.3,58.7,394,,,166,53,175,,,,,,,,,"6' 3""",245
Peter Woods,CLEMSON,11,DT,Defense,,,,,,,,,,,,,72.3,73.9,65.4,61.2,562,197,363,2,"6' 3""",310
T.J. Moore,CLEMSON,1,WR,Offense,70.8,,56.1,72.7,38.9,57.0,679,,2,420,0,257,,,,,,,,,"6' 3""",200
Tristan Smith,CLEMSON,3,WR,Offense,60.9,,,60.1,,64.9,318,,,192,,126,,,,,,,,,"6' 5""",210
Tyler Brown,CLEMSON,6,WR,Offense,55.6,,74.7,53.5,44.9,53.4,361,,6,217,0,138,,,,,,,,,"5' 11""",185
Will Heldt,CLEMSON,13,EDGE,Defense,,,,,,,,,,,,,84.4,77.9,82.4,75.7,579,209,342,28,"6' 6""",260
Apisa Poumele,COAST CAR,58,C,Offense,53.5,,,,31.7,56.7,491,,,,194,297,,,,,,,,,"6' 0""",290
Clayton Coppock Jr.,COAST CAR,8,WR,Offense,67.9,,69.7,68.4,,56.3,441,,13,247,,181,,,,,,,,,"6' 1""",165
Cyrus Ellison,COAST CAR,9,TE,Offense,42.8,,,44.8,66.4,45.7,556,,,243,40,273,,,,,,,,,"6' 4""",240
DJ Wesolak,COAST CAR,7,EDGE,Defense,,,,,,,,,,,,,66.6,65.6,70,51.4,505,229,266,10,"6' 4""",255
Damill Bostic Jr.,COAST CAR,5,CB,Defense,,,,,,,,,,,,,66.4,62.2,56.2,66.5,536,223,3,310,"6' 0""",185
Dominic Lee-Knicely,COAST CAR,23,RB,Offense,68.0,,77.0,58.8,15.4,47.8,259,,71,109,31,48,,,,,,,,,"5' 10""",193
Donovan Grayson,COAST CAR,94,EDGE,Defense,,,,,,,,,,,,,72,73.4,69.6,58.8,489,224,212,53,"6' 4""",240
Dre Pinckney,COAST CAR,12,S,Defense,,,,,,,,,,,,,45,49.5,56.2,43.5,316,153,7,156,"6' 0""",193
