player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week
Tobi Osunsanmi,157786,ED,KANSAS ST,1,0,0,100.0,0,0,199,0,0,57.2,69.8,80.0,80.3,59.8,78.0,0,3,0,0,17.0,0.0,0,0,0,118.8,1,2,0,2,0,9,51,48,0,0,46,2,0,3,16,26,1,3,2,0,1,5,0,17,6,17.0,0
Andre Cobb,158056,CB,FRESNO ST,1,1,0,100.0,0,0,169,0,0,33.7,39.5,74.4,59.7,64.6,74.8,0,0,0,0,10.0,0.0,0,0,0,108.3,1,0,0,2,0,4,12,0,0,0,0,0,0,12,1,7,10,0,0,0,1,0,0,10,8,10.0,0
Peter Manuma,158178,S,HAWAII,1,3,0,50.0,0,0,180,0,0,63.2,66.8,76.0,59.2,70.1,69.0,0,1,0,0,3.0,10.0,1,0,0,56.3,1,0,0,38,0,34,76,3,0,0,3,0,24,73,1,41,11,2,6,0,2,1,0,3,0,3.0,0
Jalen Smith,158187,LB,HAWAII,1,2,0,50.0,0,0,180,0,0,55.7,55.8,76.8,55.2,58.1,59.5,0,0,0,0,-2.0,16.7,2,0,1,56.3,1,0,0,68,0,31,76,8,0,0,8,0,0,68,4,41,0,5,8,0,2,0,0,-2,4,-2.0,0
Matagi Thompson,158191,S,HAWAII,1,2,0,50.0,0,0,180,0,0,64.3,67.0,74.9,77.3,59.3,53.9,1,0,0,0,0.0,20.0,1,0,0,56.3,1,0,0,14,0,12,31,4,0,0,4,0,7,27,3,16,6,1,2,0,2,1,0,0,0,0.0,0
Dylan Frazier,158267,DI,SM HOUSTON,1,0,0,,0,0,281,0,0,,56.5,0.0,57.5,64.6,,0,1,0,0,,,0,0,1,0.0,0,0,0,0,0,0,54,54,48,6,0,0,0,0,39,15,0,0,0,0,0,1,0,0,0,,0
Ka'eo Akana,158472,ED,HAWAII,1,0,0,,0,0,180,0,0,64.2,62.1,77.2,62.4,56.7,75.9,1,1,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,4,30,24,0,0,24,0,0,6,12,14,2,1,2,0,0,2,0,0,0,,0
Denver Harris,158651,CB,UNLV,1,0,0,100.0,0,0,325,0,0,50.9,51.8,74.1,,61.6,76.6,0,0,0,0,24.0,0.0,0,0,1,116.7,2,0,0,0,26,18,26,0,0,0,0,0,0,26,0,8,0,1,2,0,2,0,0,24,7,12.0,0
Kent Robinson,158669,CB,W KENTUCKY,1,0,0,0.0,0,0,346,0,0,67.6,68.0,76.1,,62.8,37.2,0,0,0,0,,33.3,1,0,0,39.6,0,0,0,0,43,27,44,0,0,0,0,0,0,44,0,17,1,1,2,0,1,0,0,0,0,,0
Elijah Gipson,159057,CB,HAWAII,1,0,0,,0,0,180,0,0,63.5,62.7,71.9,,59.4,76.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,15,6,17,0,0,0,0,0,0,17,0,11,0,0,2,0,0,0,0,0,0,,0
Jahsiah Galvan,159431,LB,STANFORD,1,0,0,,0,0,300,0,0,78.6,75.8,72.3,55.4,61.3,78.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,14,0,11,20,1,0,0,1,0,0,19,4,5,5,2,2,0,0,0,0,0,0,,0
Tyler Bailey,160286,S,SM HOUSTON,1,1,0,0.0,0,0,281,0,0,85.3,82.1,74.6,,64.3,77.7,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,12,0,16,30,0,0,0,0,0,17,30,0,14,1,0,1,0,1,0,0,0,0,,0
Jaidan Scott,160290,S,SM HOUSTON,1,1,0,60.0,0,0,281,0,0,49.3,54.4,77.6,,70.6,63.4,0,0,0,0,17.0,14.3,1,1,0,80.4,3,0,0,12,0,41,55,0,0,0,0,0,42,55,0,14,1,1,5,0,5,0,0,34,31,11.3,0
Syeed Gibbs,161375,CB,KANSAS,1,0,0,100.0,0,0,198,0,0,60.0,61.4,74.2,,63.0,76.1,0,0,0,0,11.0,0.0,0,0,0,112.5,1,0,0,5,0,15,22,0,0,0,0,0,7,22,0,7,10,0,2,0,1,0,0,11,5,11.0,0
Rylen Su'a-Filo,161397,DI,W KENTUCKY,1,1,0,,0,0,346,0,0,,75.0,74.0,60.9,78.1,73.1,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,20,0,4,0,0,15,9,0,1,1,0,0,1,0,0,0,,0
Tre Bell,161488,CB,IOWA STATE,1,1,0,66.7,0,0,193,0,0,53.0,57.2,73.1,,69.9,80.4,0,0,0,0,9.0,0.0,0,0,0,79.9,2,0,0,6,17,14,24,1,0,0,1,0,0,23,0,10,0,1,4,1,3,0,0,16,1,8.0,0
Joe Swen,162442,CB,SM HOUSTON,1,0,0,100.0,0,0,281,0,0,66.6,67.2,72.1,,61.5,74.2,0,0,0,0,5.0,0.0,0,0,0,87.5,1,0,0,2,17,11,19,0,0,0,0,0,0,19,0,8,0,0,1,0,1,0,0,5,1,5.0,0
Jay Green,162486,S,STANFORD,1,0,0,66.7,0,0,300,0,0,71.8,72.3,79.0,,67.0,84.0,0,0,0,0,5.0,0.0,0,0,0,70.1,2,0,0,11,2,51,65,0,0,0,0,0,34,65,0,14,18,0,6,0,3,0,0,9,0,4.5,0
Vontroy Malone,162631,ED,IOWA STATE,1,0,0,,0,0,193,0,0,,55.2,72.5,55.9,57.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,14,14,0,1,5,8,0,0,7,7,0,0,0,0,0,0,0,0,0,,0
Venson Sneed,162783,ED,W KENTUCKY,1,0,0,,0,0,346,0,0,58.6,51.7,77.2,60.7,47.6,23.0,0,3,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,2,46,46,0,20,25,1,0,0,29,15,0,1,1,0,0,3,0,0,0,,0
Anthony Brackenridge,163039,LB,W KENTUCKY,1,1,0,66.7,0,0,346,0,0,64.5,64.9,0.0,58.8,73.7,33.2,0,0,0,0,35.0,28.6,2,0,1,109.7,2,0,0,27,0,19,32,1,0,0,1,0,0,31,1,12,4,3,4,2,3,0,0,38,36,19.0,0
Antavious Fish,163069,LB,SM HOUSTON,1,0,0,100.0,0,0,281,0,0,63.7,71.2,76.4,59.3,81.8,80.4,1,1,0,0,22.0,0.0,0,0,0,147.9,4,0,0,55,0,36,63,2,0,0,2,0,0,61,7,20,6,3,5,0,4,2,1,40,12,10.0,0
Jomarion Briggs,163396,CB,FRESNO ST,1,0,0,100.0,0,0,169,0,0,59.5,62.2,71.6,,65.8,78.5,0,0,0,0,15.0,0.0,0,0,0,118.8,1,0,0,5,16,9,21,0,0,0,0,0,0,21,0,12,0,1,3,0,1,0,0,15,4,15.0,0
Jayden Davis,163397,S,FRESNO ST,1,1,0,0.0,0,0,169,0,0,57.9,59.0,72.5,62.5,59.0,32.4,1,1,0,0,,20.0,1,0,0,39.6,0,0,0,33,0,13,43,1,0,0,1,0,5,42,3,27,4,2,3,0,1,2,0,0,0,,0
Julius Gandy,163399,DI,FRESNO ST,1,0,0,,0,0,169,0,0,,63.7,71.5,59.2,63.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,,0
Jahzon Jacks,163403,ED,FRESNO ST,1,0,0,,0,0,169,0,0,,58.7,77.1,55.6,60.3,27.9,0,0,0,0,,50.0,2,0,0,0.0,0,0,0,0,0,0,38,38,0,7,31,0,0,0,15,23,0,2,2,0,0,0,0,0,0,,0
Sione Noa,163409,ED,FRESNO ST,1,0,0,,0,0,169,0,0,,55.7,75.7,56.1,56.6,24.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,24,24,0,1,23,0,0,0,6,18,0,1,1,0,0,0,0,0,0,,0
Tim Thomas,163417,LB,FRESNO ST,1,0,0,100.0,0,0,169,0,0,35.0,34.7,72.6,59.4,46.7,60.7,0,0,0,0,21.0,20.0,1,0,0,157.6,3,0,0,32,0,9,34,1,0,0,1,0,0,33,1,24,1,1,4,0,3,0,2,37,39,12.3,0
Merhauti Xepera,163422,ED,FRESNO ST,1,0,0,,0,0,169,0,0,60.0,61.5,75.2,57.1,62.5,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,23,23,0,0,23,0,0,0,7,15,0,1,1,1,0,0,0,0,0,,0
Jake Pope,163608,S,UNLV,1,4,0,71.4,0,0,325,0,0,63.2,57.8,79.5,60.0,42.1,51.0,0,0,0,0,24.0,23.1,3,1,0,97.3,5,0,0,7,0,49,74,0,0,0,0,0,40,74,2,23,27,1,6,0,7,0,0,60,8,12.0,0
Mason Ellis,163807,S,KANSAS,1,0,0,100.0,0,0,198,0,0,71.0,72.7,74.1,59.0,68.8,76.4,0,0,0,0,-2.0,0.0,0,0,0,79.2,1,0,0,6,2,18,27,0,0,0,0,0,7,27,1,8,12,2,2,1,1,0,0,-2,2,-2.0,0
Mackavelli Malotumau,165722,DI,W KENTUCKY,1,0,0,,0,0,346,0,0,60.5,61.9,76.6,68.0,51.7,74.6,1,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,1,37,37,7,25,0,5,0,0,23,13,0,4,3,1,0,3,0,0,0,,0
CJ Johnson,169947,LB,SM HOUSTON,1,2,0,100.0,0,0,281,0,0,49.9,56.8,76.3,53.1,71.1,48.6,0,0,0,0,9.0,20.0,2,0,0,133.3,4,0,0,58,0,46,83,6,0,0,6,0,0,77,10,27,19,4,6,0,4,0,1,26,39,6.5,0
Jai Eugene Jr.,169976,S,W KENTUCKY,1,0,0,0.0,0,0,346,0,0,73.5,73.6,72.0,,60.0,77.4,0,0,0,0,,0.0,0,1,0,39.6,0,0,0,10,0,14,17,0,0,0,0,0,6,17,0,3,1,0,2,0,1,0,0,0,0,,0
Jace Arnold,170321,S,SM HOUSTON,1,0,0,0.0,0,0,281,0,0,68.0,68.2,76.9,,62.6,,0,0,0,0,,,0,1,0,39.6,0,0,0,5,0,20,29,0,0,0,0,0,1,29,0,9,23,0,0,0,1,0,0,0,0,,0
Michael Jordan Jr.,170734,DI,FRESNO ST,1,1,0,,0,0,169,0,0,,53.0,72.7,58.4,53.4,73.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,17,17,0,17,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,,0
Ethan Tierney,171334,S,FRESNO ST,1,1,0,100.0,0,0,169,0,0,57.8,60.5,74.1,,63.4,79.7,0,0,0,0,13.0,0.0,0,0,0,118.8,1,0,0,2,1,8,18,1,0,0,1,0,12,17,0,10,2,0,2,0,1,0,0,13,0,13.0,0
Kamuela Ka'aihue,171855,LB,UNLV,1,0,0,0.0,0,0,325,0,0,61.4,44.5,70.8,,36.3,26.5,0,0,0,0,,50.0,1,0,0,39.6,0,0,0,10,0,6,10,0,0,0,0,0,0,10,0,4,0,1,1,1,1,0,0,0,0,,0
Landen Thomas,171889,ED,UNLV,1,0,0,,0,0,325,0,0,60.0,67.0,73.0,65.2,60.0,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,1,7,6,0,0,0,12,2,0,0,1,0,0,0,0,0,0,,0
K'vion Thunderbird,171890,LB,FRESNO ST,1,2,0,100.0,0,0,169,0,0,43.3,50.5,72.5,68.4,57.2,31.6,2,0,0,0,8.0,33.3,2,0,0,100.0,1,0,0,33,0,12,35,1,0,0,1,0,0,34,2,21,1,2,2,1,1,2,0,8,0,8.0,0
Jahlil Hurley,172383,CB,KANSAS,1,0,0,50.0,0,0,198,0,0,61.4,62.5,72.7,,62.1,,0,0,0,0,18.0,,0,1,0,81.3,1,0,0,1,17,8,18,0,0,0,0,0,0,18,0,10,0,0,0,0,2,0,0,18,2,18.0,0
Jalyn Stanford,173059,S,SM HOUSTON,1,0,0,,0,0,281,0,0,,60.0,66.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,0
Logan Brantley,173065,LB,KANSAS,1,0,0,,0,0,198,0,0,,72.1,70.9,64.3,63.6,73.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,0,4,3,0,0,3,0,0,1,1,3,0,1,1,0,0,1,0,0,0,,0
Marcus Calvin,173068,DI,KANSAS,1,1,0,,0,0,198,0,0,,66.6,71.7,56.3,68.2,70.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,16,16,0,6,0,10,0,0,5,11,0,0,0,0,0,0,0,0,0,,0
Taylor Davis,173072,S,KANSAS,1,1,0,66.7,0,0,198,0,0,52.4,53.7,76.7,,58.1,54.6,0,0,0,0,7.0,20.0,1,0,0,71.5,2,0,0,19,0,27,50,1,0,0,1,0,26,49,0,23,4,0,3,0,3,0,0,10,3,5.0,0
Blake Herold,173075,DI,KANSAS,1,0,0,,0,0,198,0,0,,69.3,74.5,57.9,74.0,70.2,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,31,31,0,21,4,6,0,0,16,15,0,0,1,0,0,1,0,0,0,,0
Grady Seyfert,173084,DI,KANSAS,1,0,0,,0,0,198,0,0,,60.0,65.5,59.7,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0
Ezra Vedral,173088,LB,KANSAS,1,0,0,100.0,0,0,198,0,0,51.7,56.9,70.0,60.0,66.5,76.4,0,0,0,0,6.0,0.0,0,0,0,91.7,1,0,0,12,0,5,12,0,0,0,0,0,0,12,1,6,0,1,2,0,1,0,0,6,1,6.0,0
Jordan Allen,173089,ED,KANSAS ST,1,0,0,,0,0,199,0,0,61.5,61.8,77.0,64.9,55.0,75.7,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,2,0,3,24,21,0,0,21,0,0,3,13,8,1,1,1,0,0,1,0,0,0,,0
Daniel Cobbs,173095,CB,KANSAS ST,1,0,0,,0,0,199,0,0,64.2,61.6,74.3,48.6,64.1,27.5,0,1,0,0,,100.0,1,0,0,0.0,0,0,0,17,1,14,33,4,0,0,4,0,0,29,3,16,11,0,0,0,0,1,0,0,0,,0
Wesley Fair,173103,S,KANSAS ST,1,2,0,66.7,0,0,199,0,0,65.8,68.5,75.9,59.4,70.2,66.4,0,0,0,0,23.0,20.0,1,1,0,138.9,2,0,0,18,2,23,52,0,0,0,0,0,22,52,1,28,10,0,2,0,3,0,1,30,2,15.0,0
Justice Clemons,173107,CB,KANSAS ST,1,0,0,100.0,0,0,199,0,0,60.5,61.1,72.1,,60.8,26.9,0,0,0,0,4.0,100.0,1,0,0,83.3,1,0,0,1,16,9,17,0,0,0,0,0,0,17,0,8,0,0,0,0,1,0,0,4,5,4.0,0
Donovan McIntosh,173112,CB,KANSAS ST,1,0,0,16.7,0,0,199,0,0,48.5,56.3,75.3,,76.9,82.2,0,0,0,0,24.0,0.0,0,0,0,83.3,1,0,0,10,41,29,54,0,0,0,0,0,1,54,0,25,2,1,6,0,6,0,1,24,0,24.0,0
Chiddi Obiazor,173115,ED,KANSAS ST,1,1,0,,0,0,199,1,0,61.3,69.6,76.7,56.2,73.0,75.6,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,53,53,0,20,23,10,0,0,25,28,0,2,2,1,0,1,0,0,0,,0
Austin Romaine,173117,LB,KANSAS ST,1,0,0,0.0,0,0,199,1,0,62.8,77.1,75.9,61.6,82.6,61.3,0,0,0,0,,12.5,1,1,0,39.6,0,0,0,58,1,23,61,0,0,0,0,0,0,61,6,32,2,6,7,0,1,0,0,0,0,,0
Rex Van Wyhe,173123,LB,KANSAS ST,1,1,0,,0,0,199,0,0,61.4,71.4,71.7,55.5,76.2,76.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,13,0,4,13,0,0,0,0,0,0,13,3,6,0,1,1,0,0,0,0,0,0,,0
Martin Owusu,173416,DI,FRESNO ST,1,1,0,,0,0,169,0,0,,45.8,0.0,57.0,51.6,73.6,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,34,34,6,28,0,0,0,0,13,21,0,2,2,0,0,0,0,0,0,,0
Koron Hayward,173436,ED,W KENTUCKY,1,0,0,,0,0,346,0,0,,60.0,66.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0
Nazir Ward,173447,CB,W KENTUCKY,1,0,0,50.0,0,0,346,0,0,73.6,73.5,75.8,,62.5,76.2,0,0,0,0,3.0,0.0,0,1,1,56.3,1,0,0,1,41,25,42,0,0,0,0,0,0,42,0,17,0,2,2,0,2,0,0,3,6,3.0,0
Camryn Bracha,173509,S,FRESNO ST,1,2,0,,0,0,169,0,0,57.0,43.9,76.9,,30.8,26.0,0,0,0,0,,33.3,2,0,0,0.0,0,0,0,9,0,16,42,0,0,0,0,0,29,42,0,26,4,2,2,0,0,0,0,0,0,,0
RL Miller,173510,S,FRESNO ST,1,0,0,,0,0,169,0,0,63.0,48.8,74.0,58.8,41.5,18.5,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,16,0,7,21,4,0,0,4,0,0,17,1,13,1,0,0,0,0,0,0,0,0,,0
Travis Bates,173739,ED,KANSAS ST,1,0,0,,0,0,199,0,0,,55.5,76.1,61.6,51.0,70.8,0,4,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,37,37,0,12,19,6,0,0,20,17,0,1,1,0,0,4,0,0,0,,0
Jackie Johnson III,174013,ED,HAWAII,1,0,0,,0,0,180,0,0,60.0,55.0,76.8,66.2,48.4,43.8,1,0,0,0,,50.0,1,0,0,0.0,0,0,0,2,0,0,35,33,0,0,24,9,0,2,21,14,0,0,1,0,0,1,0,0,0,,0
Lesterlaisene Lagafuaina,174015,ED,HAWAII,1,1,0,0.0,0,0,180,0,0,61.3,69.1,78.4,57.3,73.3,76.0,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,7,0,5,46,39,0,0,39,0,0,7,14,27,0,1,1,0,1,0,0,0,0,,0
Blesyng Alualu-Tuiolemotu,174061,LB,UNLV,1,0,0,85.7,0,0,325,0,0,64.3,67.0,78.1,53.2,73.2,82.5,0,1,0,0,16.0,0.0,0,0,0,142.6,6,0,0,52,0,41,71,7,0,0,7,0,0,64,9,21,12,4,6,1,7,1,1,61,79,10.2,0
Lucas Conti,174067,DI,UNLV,1,1,0,,0,0,325,0,0,60.0,63.9,76.5,64.2,59.5,45.0,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,54,54,0,52,1,1,0,0,35,19,0,0,2,0,0,1,0,0,0,,0
Kodi DeCambra,174120,S,UNLV,1,0,0,,0,0,325,0,0,60.0,60.0,64.7,,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0
Kooper Ebel,174665,LB,IOWA STATE,1,1,0,,0,0,193,0,0,56.3,52.1,75.9,52.6,54.9,42.8,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,38,0,15,40,0,0,0,0,0,0,40,6,19,2,1,2,0,0,1,0,0,0,,0
Zaimir Hawk,174670,DI,IOWA STATE,1,0,0,,0,0,193,0,0,,60.4,74.1,57.7,61.3,70.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,14,14,10,4,0,0,0,0,7,7,0,1,1,0,0,0,0,0,0,,0
Ta'Shawn James,174672,S,IOWA STATE,1,0,0,0.0,0,0,193,1,0,76.9,79.7,69.4,,60.0,,0,0,0,0,,,0,1,0,39.6,0,0,0,5,0,7,10,0,0,0,0,0,3,10,0,3,2,0,0,0,1,0,0,0,0,,0
Jamison Patton,174683,S,IOWA STATE,1,3,0,100.0,0,0,193,0,0,55.1,57.8,75.5,,62.9,59.0,0,0,0,0,12.0,16.7,1,0,0,106.3,2,0,0,29,1,25,49,0,0,0,0,0,14,49,0,24,5,1,2,0,2,0,0,19,5,9.5,0
Drew Surges,174691,S,IOWA STATE,1,0,0,,0,1,193,0,0,61.1,69.7,68.1,,60.0,75.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,3,4,0,0,0,0,0,2,4,0,1,0,0,1,0,0,0,0,0,0,,0
Devin Dye,174758,S,KANSAS,1,3,0,50.0,0,0,198,0,0,91.1,92.4,74.6,77.9,71.9,81.0,0,0,0,1,21.0,0.0,0,1,0,47.9,1,1,0,8,0,7,19,0,0,0,0,0,6,19,1,11,5,1,0,0,2,1,0,21,4,21.0,0
Braxton Myers,174966,CB,W KENTUCKY,1,0,0,100.0,0,0,346,0,0,47.7,46.5,69.0,,,28.3,0,0,0,0,12.0,50.0,1,0,0,116.7,1,0,0,0,6,6,6,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,12,0,12.0,0
Zach Johnson,175091,LB,STANFORD,1,1,0,,0,0,300,0,0,62.9,65.4,70.9,59.6,62.1,73.6,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,4,0,5,7,2,0,0,2,0,0,5,1,1,1,0,0,0,0,0,0,0,0,,0
Dax Horany,175616,LB,SM HOUSTON,1,0,0,,0,0,281,0,0,55.1,28.3,68.2,58.7,44.6,20.0,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,5,0,2,5,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,,0
Eli Wallace,175628,LB,SM HOUSTON,1,0,0,,0,0,281,0,0,,62.0,64.4,,60.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,,0
Aiden McComber,175702,LB,HAWAII,1,0,0,,0,0,180,0,0,,50.7,68.2,53.7,,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,,0
Jamih Otis,175705,LB,HAWAII,1,2,0,50.0,0,0,180,0,0,76.4,75.9,77.5,63.0,67.7,64.2,0,0,0,0,6.0,11.1,1,0,0,56.3,3,0,0,71,0,28,73,1,0,0,1,0,0,72,5,40,1,3,6,0,6,0,0,13,3,4.3,0
Elijah Palmer,175706,CB,HAWAII,1,0,0,60.0,0,0,180,0,0,58.4,58.2,79.0,56.2,60.1,74.8,0,0,0,0,16.0,0.0,0,0,0,77.9,3,0,0,2,0,26,53,1,0,0,1,0,0,52,2,25,50,1,1,0,5,0,0,31,15,10.3,0
Josh Sagapolutele,175710,LB,HAWAII,1,0,0,,0,0,180,0,0,61.1,56.6,68.4,53.5,,25.7,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,4,0,0,1,1,1,0,0,0,0,0,,0
Jaheim Wilson-Jones,175716,CB,HAWAII,1,0,0,75.0,0,0,180,0,0,67.5,63.4,77.4,,49.3,30.8,0,0,0,0,36.0,33.3,3,1,0,116.7,3,0,0,1,66,29,67,0,0,0,0,0,0,67,0,38,0,0,6,0,4,0,0,54,40,18.0,0
Alex Bray,175973,ED,KANSAS,1,0,0,,0,0,198,0,0,60.3,66.6,76.3,54.4,70.8,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,26,26,0,6,17,3,0,0,10,14,0,3,3,2,0,0,0,0,0,,0
Braden Marceau-Olayinka,176622,DI,STANFORD,1,0,0,,0,0,300,0,0,,66.7,74.2,56.3,71.1,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,8,10,0,0,0,0,13,5,0,1,1,0,0,0,0,0,0,,0
Aaron Morris,176624,CB,STANFORD,1,0,0,57.1,0,0,300,0,0,65.3,65.6,76.0,,60.9,78.2,0,0,0,0,19.0,0.0,0,0,0,114.3,4,0,0,0,39,33,41,0,0,0,0,0,0,41,0,8,2,0,3,0,7,0,1,42,3,10.5,0
Che Ojarikre,176625,CB,STANFORD,1,1,0,100.0,0,0,300,0,0,72.4,69.4,0.0,,62.5,46.0,0,0,0,0,5.0,25.0,1,0,1,84.4,4,0,0,4,1,45,58,0,0,0,0,0,1,58,0,13,52,1,2,0,4,0,0,17,13,4.3,0
Omar Staples,176629,DI,STANFORD,1,0,0,,0,0,300,0,0,,77.2,72.7,76.5,61.4,,1,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,19,19,0,15,0,4,0,0,16,3,0,0,0,0,0,2,0,0,0,,0
Deijon Laffitte,176637,DI,FRESNO ST,1,1,0,,0,0,169,0,0,59.2,40.9,74.9,60.1,36.9,36.3,0,2,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,1,34,34,0,33,0,1,0,0,14,19,0,1,1,0,0,2,0,0,0,,0
Andrew Powdrell,176775,CB,UNLV,1,0,0,60.0,0,0,325,0,0,63.9,61.7,76.8,,47.9,78.8,0,0,0,0,9.0,0.0,0,0,1,67.9,3,0,0,0,59,41,59,0,0,0,0,0,0,59,0,18,0,1,3,0,5,0,0,19,1,6.3,0
AJ Sargent,178468,DI,SM HOUSTON,1,0,0,,0,0,281,0,0,,48.9,74.0,57.3,49.3,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,13,3,0,0,0,0,10,6,0,0,0,0,0,1,0,0,0,,0
Darien Jackson,179179,DI,SM HOUSTON,1,0,0,,0,0,281,0,0,,68.4,72.7,72.2,58.1,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,12,12,7,5,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,,0
Sam Mattingly,183277,LB,STANFORD,1,0,0,100.0,0,0,300,0,0,72.0,53.9,0.0,58.2,60.0,73.2,0,0,0,0,7.0,0.0,0,0,1,83.3,2,0,0,10,0,8,11,0,0,0,0,0,0,11,2,1,1,1,1,0,2,0,0,8,8,4.0,0
Cam Richardson,183279,CB,STANFORD,1,0,0,,0,0,300,0,0,72.1,72.6,72.6,,60.2,74.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,16,11,16,0,0,0,0,0,0,16,0,5,0,0,1,0,0,0,0,0,0,,0
Dylan Stephenson,183280,ED,STANFORD,1,0,0,,0,0,300,0,0,,59.0,69.6,58.3,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,0
Dakyus Brinkley,183804,ED,KANSAS,1,1,0,,0,0,198,0,0,62.7,72.2,79.1,64.7,73.4,77.9,0,2,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,6,29,21,0,0,21,0,0,8,11,12,6,1,2,0,0,2,0,0,0,,0
Jalen Todd,183816,CB,KANSAS,1,0,0,100.0,0,0,198,0,0,71.3,71.5,76.7,,63.6,77.9,0,0,0,0,4.0,0.0,0,0,0,79.2,2,0,0,1,46,30,51,0,0,0,0,0,0,51,0,21,4,2,3,0,2,0,0,6,2,3.0,0
Josiah Stephens,183992,ED,SM HOUSTON,1,0,0,,0,0,281,0,0,,72.7,74.4,64.5,71.8,,0,2,0,0,,,0,0,0,0.0,0,0,0,0,0,0,29,29,0,0,10,19,0,0,13,16,0,0,0,0,0,2,0,0,0,,0
