player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,week
Anthony Carrie,183214,HB,FIU,1,9,0,0,0.0,0,0,16,1,0,0,17.0,0.0,0,2,166,0,5,72.5,49.6,73.9,,72.1,33.0,55.6,60.0,7,0,0,0,7,10,0,0,1,9,1,16,17.0,1.89,1.8,0.0,4,14
Khobie Martin,188671,HB,INDIANA,1,9,4,1,42.0,21,0,50,0,0,4,49.0,242.0,1,2,190,0,1,72.5,72.4,72.7,,70.8,57.0,71.2,60.0,21,0,0,0,3,11,0,0,0,9,1,50,49.0,5.44,5.6,0.0,8,14
Gemari Sands,169923,HB,FAU,1,9,2,0,0.0,0,0,34,0,3,2,26.0,96.3,0,3,165,0,2,73.0,72.3,74.7,,79.4,85.4,69.1,47.2,8,0,42,6,20,10,0,0,6,15,0,34,26.0,2.89,3.8,2.1,7,14
Jonah Coleman,158717,HB,WASHINGTON,1,9,1,0,0.0,0,0,22,0,1,1,18.0,40.0,0,2,340,0,0,72.6,51.7,74.5,,2.8,59.5,54.5,,9,0,9,1,18,9,0,0,1,10,0,22,18.0,2.0,2.4,0.5,9,14
Brandon Tullis,183545,HB,MICH STATE,1,9,5,1,41.3,19,0,46,0,0,5,41.0,189.8,1,2,223,0,4,72.8,68.9,76.3,,27.9,71.6,72.0,60.0,19,0,8,3,12,11,0,0,3,12,0,46,41.0,4.56,5.1,0.67,5,14
Javin Gordon,199370,HB,TULANE,1,9,4,1,47.7,21,0,44,0,0,4,39.0,133.3,1,4,319,1,5,25.5,69.5,76.5,,51.1,46.8,77.0,66.8,21,0,29,4,19,16,0,0,5,13,1,44,39.0,4.33,4.9,1.53,3,14
Bishop Davenport,163426,QB,S ALABAMA,1,8,1,1,38.6,17,0,24,0,0,1,13.0,52.0,3,3,288,0,3,70.7,53.0,75.4,49.5,,,61.6,60.0,17,0,0,0,0,18,20,3,0,5,0,44,18.0,2.25,5.5,,2,14
D'Shawntae Jones,188283,HB,MIAMI OH,1,8,4,0,0.0,0,0,47,0,0,4,34.0,212.5,2,4,221,0,0,71.9,76.0,69.5,,,,72.6,,12,0,0,0,0,8,0,0,0,8,1,47,34.0,4.25,5.9,,8,14
Keenan Phillips,199183,HB,S ALABAMA,1,8,3,0,0.0,0,0,40,0,1,3,32.0,177.8,1,2,288,0,5,72.5,75.6,74.6,,52.0,55.6,79.0,71.1,13,0,4,1,14,11,0,0,1,9,1,40,32.0,4.0,5.0,0.29,3,14
Solomon Beebe,190756,HB,UAB,1,8,2,1,58.1,18,0,31,0,0,2,31.0,96.9,1,2,321,0,4,71.9,60.5,74.3,,,54.8,61.6,60.0,18,0,0,0,7,10,0,0,0,8,0,31,31.0,3.88,3.9,0.0,4,14
Miles Davis,122056,HB,UTAH ST,1,8,2,1,52.8,19,0,36,0,0,2,35.0,97.2,2,2,329,0,5,72.0,62.8,74.8,,48.8,58.3,67.0,47.8,19,0,4,1,9,16,0,0,1,9,1,36,35.0,4.38,4.5,0.44,3,14
Nahree Biggins,145711,HB,C MICHIGAN,1,8,3,1,44.2,19,0,43,0,0,3,35.0,145.8,2,3,134,0,5,72.3,73.8,75.2,,69.5,58.3,77.5,55.7,19,0,8,1,14,12,0,0,1,9,0,43,35.0,4.38,5.4,0.57,3,14
Gideon Davidson,199633,HB,CLEMSON,1,8,3,0,0.0,0,0,24,0,0,3,21.0,98.4,0,1,140,0,2,72.7,65.5,73.8,,54.2,54.0,67.9,59.2,5,0,0,0,9,11,0,0,0,8,0,24,21.0,2.63,3.0,0.0,6,14
Alton McCaskill,144253,HB,SM HOUSTON,1,8,0,0,0.0,0,0,32,0,0,0,17.0,0.0,1,2,281,0,3,71.9,66.4,72.3,,72.6,57.4,66.0,60.0,13,0,0,0,4,9,0,0,0,8,0,32,17.0,2.13,4.0,0.0,5,14
Terion Stewart,130386,HB,VA TECH,1,8,4,0,0.0,0,0,22,0,0,4,23.0,143.8,0,0,337,0,0,71.9,63.6,73.3,,77.4,58.6,62.7,58.6,7,0,0,0,2,12,0,0,0,8,0,22,23.0,2.88,2.8,0.0,8,14
Dijon Stanley,176663,HB,NEW MEX ST,1,8,0,0,0.0,0,0,15,0,0,0,12.0,0.0,0,0,242,0,1,73.3,64.7,75.8,,76.2,62.3,64.6,60.0,6,0,18,4,18,12,0,0,4,12,0,15,12.0,1.5,1.9,1.0,7,14
CharMar Brown,174409,HB,MIAMI FL,1,8,1,0,0.0,0,0,16,0,0,1,11.0,15.3,0,2,220,0,3,72.0,68.6,71.9,,70.8,73.8,64.0,64.2,7,0,9,1,4,10,0,0,1,9,0,16,11.0,1.38,2.0,2.25,5,14
Nathan McNeil,198550,HB,IOWA,1,8,2,0,0.0,0,0,35,0,0,2,33.0,103.1,0,2,192,0,4,71.9,72.7,70.4,,,,70.3,60.0,9,0,0,0,0,10,0,0,0,8,0,35,33.0,4.13,4.4,,4,14
Rocco Becht,157567,QB,IOWA STATE,1,8,1,0,0.0,0,0,14,0,0,0,7.0,0.0,1,5,193,0,1,70.1,80.3,76.9,81.0,,,64.4,60.1,15,0,0,0,0,42,28,4,0,4,0,42,31.0,3.88,5.3,,1,14
Grant Jordan,151147,QB,UMASS,1,8,2,0,0.0,0,0,19,0,0,2,16.0,50.0,1,2,216,0,5,72.1,72.6,76.6,71.0,,,64.4,60.0,13,0,0,0,0,27,0,0,0,8,0,19,16.0,2.0,2.4,,1,14
Dante Moore,173983,QB,OREGON,1,8,0,0,0.0,0,0,15,0,0,0,3.0,0.0,0,2,264,0,3,72.0,90.7,77.2,90.7,,,66.4,60.0,6,0,0,0,0,41,0,0,0,8,1,15,3.0,0.38,1.9,,2,14
Caden Knighten,200116,HB,BAYLOR,1,8,0,0,0.0,0,0,22,0,0,0,20.0,0.0,0,2,118,0,3,72.0,59.4,74.6,,36.1,62.3,63.6,45.1,9,0,5,1,21,9,0,0,2,9,0,22,20.0,2.5,2.8,0.24,5,14
Tavierre Dunlap,132720,HB,E MICHIGAN,1,8,0,0,0.0,0,0,29,1,0,0,20.0,0.0,1,2,160,0,1,72.7,59.6,75.1,,83.2,41.0,63.9,60.0,11,0,-5,2,16,12,0,0,3,10,0,29,20.0,2.5,3.6,-0.31,7,14
Elijah Faulkner,199784,HB,UMASS,1,8,0,0,0.0,0,0,36,1,0,0,15.0,0.0,1,2,216,0,5,72.4,61.0,75.0,,75.3,36.0,68.3,60.0,14,0,0,0,14,9,0,0,1,8,0,36,15.0,1.88,4.5,0.0,3,14
Mason Drube,200056,QB,WYOMING,1,8,3,1,47.9,23,0,41,0,0,3,24.0,200.0,1,2,351,0,3,71.5,61.3,76.3,63.7,,,55.1,60.0,23,0,0,0,0,20,7,2,0,6,0,48,25.0,3.13,6.0,,0,14
Jason Patterson,184636,HB,KENTUCKY,1,8,1,0,0.0,0,1,22,0,0,1,17.0,21.3,0,1,202,0,1,72.6,59.0,0.0,,76.8,54.4,63.6,,8,1,3,2,14,8,0,0,3,10,0,22,17.0,2.13,2.8,0.21,7,14
Telly Johnson Jr.,188420,HB,N ILLINOIS,1,8,2,1,47.2,17,0,36,0,0,2,24.0,66.7,2,3,254,0,2,72.0,64.1,72.9,,73.7,63.9,63.5,57.1,17,0,1,1,3,16,0,0,1,9,0,36,24.0,3.0,4.5,0.33,6,14
Nate Palmer,183835,HB,TCU,1,8,6,0,0.0,0,0,33,0,0,6,29.0,271.9,0,3,305,0,2,71.3,75.4,70.2,,,60.0,70.0,,7,0,0,0,1,7,0,0,0,8,0,33,29.0,3.63,4.1,0.0,3,14
Avery Johnson,173108,QB,KANSAS ST,1,8,0,0,0.0,0,0,24,0,0,0,2.0,0.0,2,4,199,1,0,69.7,75.8,77.1,75.2,,,64.8,60.7,12,0,0,0,0,40,17,3,0,5,0,41,6.0,0.75,5.1,,3,14
Jo'Shon Barbie,160174,HB,MARSHALL,1,7,1,0,0.0,0,0,8,0,0,1,12.0,24.5,0,1,214,0,0,71.3,63.8,73.6,,77.6,55.3,64.0,60.0,7,0,0,0,4,8,0,0,0,7,0,8,12.0,1.71,1.1,0.0,7,14
Nico Iamaleava,174728,QB,UCLA,1,7,2,0,0.0,0,0,1,0,0,0,1.0,0.0,2,2,324,1,0,39.1,65.6,22.7,72.8,,,49.2,60.3,11,2,0,0,0,17,32,5,0,2,0,33,18.0,2.57,4.7,,2,14
Kenji Christian,144072,HB,TOLEDO,1,7,0,0,0.0,0,0,28,0,0,0,13.0,0.0,0,1,316,0,3,71.3,63.1,70.7,,73.2,58.9,62.4,60.0,9,0,0,0,2,8,0,0,0,7,1,28,13.0,1.86,4.0,0.0,4,14
Skyler Locklear,164027,QB,UTEP,1,7,1,0,0.0,0,0,1,0,0,0,2.0,0.0,0,2,330,0,1,70.6,43.0,77.1,36.8,,,66.6,60.0,9,1,0,0,0,16,24,5,0,2,0,25,30.0,4.29,3.6,,0,14
Tad Hudson,170107,QB,COAST CAR,1,7,0,0,0.0,0,0,0,0,0,0,5.0,0.0,0,1,141,0,2,71.3,44.6,20.8,45.2,65.5,56.7,57.7,60.0,4,2,0,0,1,17,5,2,0,5,0,5,5.0,0.71,0.7,0.0,0,14
CJ Bailey,183349,QB,NC STATE,1,7,1,0,0.0,0,0,25,0,0,1,18.0,200.0,4,5,248,0,0,70.2,80.9,76.4,70.0,,60.0,82.6,60.0,19,0,0,0,1,21,48,4,0,3,0,73,28.0,4.0,10.4,0.0,1,14
Chase Belcher,164410,HB,KENNESAW,1,7,1,1,62.5,15,0,24,0,0,1,15.0,30.6,1,2,200,0,3,71.3,60.4,72.0,,,56.2,61.9,54.0,15,0,0,0,5,11,0,0,0,7,0,24,15.0,2.14,3.4,0.0,4,14
Jo Silver,164549,HB,DELAWARE,1,7,3,2,75.0,48,0,64,0,1,3,33.0,209.5,3,4,151,0,6,71.5,77.0,73.5,,72.9,71.8,76.4,58.9,33,0,20,2,10,12,0,0,2,9,1,64,33.0,4.71,9.1,2.0,1,14
Jalon Daniels,122555,QB,KANSAS,1,7,0,2,72.1,31,0,43,0,0,0,10.0,0.0,2,4,198,0,1,71.5,68.2,77.8,63.6,,,67.9,60.7,16,0,0,0,0,49,0,0,0,7,1,43,10.0,1.43,6.1,,3,14
Brendan Sorsby,156398,QB,CINCINNATI,1,7,1,0,0.0,0,0,23,0,0,1,15.0,60.0,1,2,138,0,4,71.1,83.6,76.2,79.2,,,72.3,60.0,41,0,0,0,0,15,48,2,0,5,0,71,20.0,2.86,10.1,,0,14
Ty Simpson,157008,QB,ALABAMA,1,7,2,1,52.0,26,0,40,0,0,0,3.0,0.0,2,5,103,0,4,71.2,68.5,77.4,62.4,,,71.5,60.1,26,0,0,0,0,33,10,2,0,5,0,50,12.0,1.71,7.1,,0,14
LaNorris Sellers,174326,QB,S CAROLINA,1,7,0,0,0.0,0,0,24,0,0,0,13.0,0.0,1,2,289,0,3,71.4,88.3,76.3,89.4,,,61.4,60.0,13,0,0,0,0,12,5,2,0,5,0,29,15.0,2.14,4.1,,2,14
Myles Montgomery,144232,HB,UCF,1,7,0,1,62.1,18,0,29,0,0,0,16.0,0.0,1,3,323,0,2,71.5,69.1,74.5,,42.1,62.4,71.2,59.0,18,0,11,2,11,11,0,0,2,9,0,29,16.0,2.29,4.1,1.0,5,14
Jalen Berger,129914,HB,UCLA,1,7,2,2,70.2,40,0,57,0,0,2,33.0,134.7,2,2,324,0,4,71.3,58.3,74.1,,9.3,54.9,64.5,60.0,23,0,0,0,6,8,0,0,0,7,0,57,33.0,4.71,8.1,0.0,3,14
Landan Brown,175609,HB,SM HOUSTON,1,7,1,1,44.1,15,0,34,0,0,1,32.0,65.3,2,3,281,0,1,71.3,66.1,73.4,,77.8,56.0,66.0,59.7,15,0,0,0,8,9,0,0,0,7,1,34,32.0,4.57,4.9,0.0,6,14
Arch Manning,173162,QB,TEXAS,1,7,1,1,51.5,35,0,36,0,0,1,30.0,187.5,3,4,311,0,0,70.6,68.5,76.8,60.2,,60.0,75.9,60.0,35,1,0,0,1,30,32,3,0,4,1,68,30.0,4.29,9.7,0.0,2,14
Mar'Kel Porter,191014,HB,BOWL GREEN,1,7,0,0,0.0,0,0,33,0,0,0,16.0,0.0,1,1,122,0,6,71.3,56.9,71.8,,69.8,58.3,57.4,60.0,11,0,0,0,2,8,0,0,0,7,0,33,16.0,2.29,4.7,0.0,1,14
Keyvone Lee,129790,HB,UNLV,1,7,0,0,0.0,0,0,10,0,0,0,13.0,0.0,0,0,325,0,7,71.3,58.5,72.9,,72.2,54.9,59.8,59.7,6,0,0,0,4,12,0,0,0,7,0,10,13.0,1.86,1.4,0.0,0,14
Luke Altmyer,146802,QB,ILLINOIS,1,7,2,0,0.0,0,0,-6,0,0,0,1.0,0.0,1,1,187,2,1,17.1,46.6,16.8,59.0,,60.0,43.3,60.0,17,1,0,0,1,32,27,3,0,4,0,21,21.0,3.0,3.0,0.0,1,14
Rayshon Luke,158732,HB,FRESNO ST,1,7,1,0,0.0,0,0,22,0,0,1,14.0,22.2,0,0,169,0,4,71.5,63.7,73.0,,,68.3,61.1,,7,0,13,2,5,7,0,0,3,9,0,22,14.0,2.0,3.1,2.6,3,14
Greg Desrosiers Jr.,158759,HB,MEMPHIS,1,7,0,0,0.0,0,0,25,0,0,0,16.0,0.0,0,2,218,0,3,73.0,64.3,74.7,,83.9,67.7,60.6,60.0,9,0,19,4,12,8,0,0,4,11,0,25,16.0,2.29,3.6,1.58,4,14
Fame Ijeboi,184725,HB,MINNESOTA,1,7,0,0,0.0,0,0,25,0,0,0,21.0,0.0,0,2,225,0,2,71.3,66.9,70.9,,14.9,,66.6,,9,0,0,0,0,7,0,0,0,7,0,25,21.0,3.0,3.6,,5,14
Jalen Bonds,204731,HB,BALL ST,1,7,1,0,0.0,0,0,13,0,0,1,12.0,24.5,0,2,117,0,3,71.3,65.9,74.2,,59.9,56.5,64.1,60.0,4,0,0,0,3,8,0,0,0,7,1,13,12.0,1.71,1.9,0.0,4,14
Jamal Haynes,143918,HB,GA TECH,1,7,0,0,0.0,0,0,11,0,2,0,5.0,15.9,0,1,176,0,5,71.5,52.0,76.4,,58.1,54.6,53.2,59.4,5,0,14,2,16,11,0,0,3,9,0,11,5.0,0.71,1.6,0.88,2,14
Roman Gagliano,183961,QB,MIDDLE TN,1,7,2,0,0.0,0,0,35,0,0,1,20.0,55.6,1,1,224,0,4,71.7,87.1,77.5,82.8,,,74.0,60.1,11,2,0,0,0,30,5,1,0,6,0,40,32.0,4.57,5.7,,0,14
Jordan Marshall,190837,HB,MICHIGAN,1,7,1,2,93.4,57,0,61,2,0,1,52.0,92.9,2,2,222,0,5,71.4,59.9,73.1,,,27.9,70.6,59.9,36,0,10,1,6,9,0,0,3,8,0,61,52.0,7.43,8.7,1.67,2,14
Rod Gainey Jr.,193130,HB,CHARLOTTE,1,7,1,0,0.0,0,0,4,0,0,1,11.0,15.7,1,1,136,0,0,71.0,60.2,72.5,,79.3,66.8,57.3,59.6,10,0,4,3,10,8,0,0,3,10,0,4,11.0,1.57,0.6,0.4,6,14
Brandon Chatman,162541,HB,NAVY,1,7,2,0,0.0,0,1,38,0,0,2,15.0,53.6,1,1,237,0,3,75.0,55.9,0.0,,62.6,62.4,65.6,39.2,10,1,27,1,11,53,0,0,1,8,0,38,15.0,2.14,5.4,2.45,0,14
Joseph Filardi,199227,QB,SYRACUSE,1,7,2,1,46.4,26,0,46,0,0,1,11.0,44.0,3,3,304,1,3,69.9,51.7,9.9,47.1,,54.3,64.6,62.4,26,1,0,0,1,38,10,2,0,5,0,56,30.0,4.29,8.0,0.0,0,14
Dre'lon Miller,190790,HB,COLORADO,1,7,1,0,0.0,0,0,2,1,0,1,10.0,20.4,0,0,143,0,2,71.3,46.5,73.5,,70.0,36.2,53.8,60.0,3,0,0,0,7,8,0,0,1,7,0,2,10.0,1.43,0.3,0.0,5,14
Tito Glass Jr.,188277,HB,MIAMI OH,1,7,1,0,0.0,0,0,41,0,0,1,29.0,59.2,1,2,221,0,0,71.3,71.6,70.8,,,,69.2,60.0,11,0,0,0,0,9,0,0,0,7,0,41,29.0,4.14,5.9,,7,14
Mike Wright Jr.,124366,QB,E CAROLINA,1,7,0,0,0.0,0,0,-3,0,0,0,-1.0,0.0,0,1,156,0,2,71.2,54.3,72.6,58.0,,58.5,60.1,54.4,5,0,0,0,2,12,0,0,0,7,0,-3,-1.0,-0.14,-0.4,0.0,2,14
Aaron Turner,147371,WR,RICE,1,6,3,0,0.0,0,0,20,0,8,3,23.0,324.4,0,1,275,0,6,71.7,86.6,77.4,,61.9,83.6,77.0,47.3,7,0,99,7,23,28,0,0,10,13,0,20,23.0,3.83,3.3,4.3,0,14
Keveun Mason,204323,HB,TEMPLE,1,6,0,0,0.0,0,0,26,0,0,0,11.0,0.0,0,2,306,0,0,70.7,62.2,70.1,,,64.1,61.3,,9,0,1,1,3,6,0,0,1,7,0,26,11.0,1.83,4.3,0.33,6,14
Brendon Lewis,131687,QB,MEMPHIS,1,6,2,1,34.8,24,0,40,0,0,1,12.0,75.0,3,3,218,0,0,70.9,63.3,76.8,59.4,,,66.9,60.0,24,0,0,0,0,23,29,2,0,4,0,69,31.0,5.17,11.5,,1,14
Maxwell Woods,192051,HB,WASH STATE,1,6,0,0,0.0,0,0,10,0,0,0,13.0,0.0,0,0,341,0,2,70.5,48.9,74.0,,16.3,56.2,52.3,59.9,4,0,0,0,6,8,0,0,0,6,0,10,13.0,2.17,1.7,0.0,4,14
Chubba Purdy,122412,QB,NEVADA,1,6,1,1,79.5,58,0,73,0,0,1,19.0,52.8,2,2,239,0,5,70.5,63.0,73.2,50.1,,56.7,67.7,60.0,58,0,0,0,3,12,0,0,0,6,0,73,19.0,3.17,12.2,0.0,1,14
Tawee Walker,158097,HB,CINCINNATI,1,6,3,1,41.7,20,0,48,0,3,3,19.0,211.1,1,3,138,0,0,71.6,71.1,74.1,,36.8,64.3,75.4,59.9,20,0,12,3,13,9,0,0,3,9,0,48,19.0,3.17,8.0,0.92,6,14
Micah Alejado,184162,QB,HAWAII,1,6,1,0,0.0,0,0,-4,0,0,1,2.0,12.5,0,0,180,0,0,70.1,69.2,76.4,78.1,,60.0,46.8,60.0,6,0,0,0,1,29,9,2,1,4,0,5,2.0,0.33,0.8,0.0,2,14
Cade Klubnik,156253,QB,CLEMSON,1,6,1,0,0.0,0,0,10,0,0,1,7.0,43.8,0,1,140,1,1,41.0,60.4,30.4,65.0,,,50.0,60.2,4,1,0,0,0,39,3,2,0,4,1,13,23.0,3.83,2.2,,0,14
Jack Layne,158966,QB,NEW MEXICO,1,6,1,0,0.0,0,0,13,0,0,0,5.0,0.0,1,1,241,0,1,69.8,57.9,75.9,58.5,,60.0,57.5,60.0,12,0,0,0,1,13,18,4,0,2,0,31,12.0,2.0,5.2,0.0,0,14
Cameren Smith,161150,HB,CHARLOTTE,1,6,2,0,0.0,0,0,24,0,0,2,12.0,50.0,1,1,136,0,2,70.9,61.5,73.5,,25.7,63.2,65.4,59.6,12,0,6,2,10,8,0,0,2,8,0,24,12.0,2.0,4.0,0.6,4,14
Sutton Smith,162530,HB,MEMPHIS,1,6,1,0,0.0,0,0,25,0,1,1,13.0,48.1,0,1,218,0,2,73.4,63.5,73.3,,75.4,66.1,61.7,58.4,8,0,12,3,10,8,0,0,3,9,0,25,13.0,2.17,4.2,1.2,3,14
Eli Heidenreich,162554,FB,NAVY,1,6,1,0,0.0,0,0,13,0,0,1,9.0,18.8,0,0,237,0,3,70.9,68.5,78.5,,,88.5,61.0,39.4,7,0,64,2,12,55,0,0,2,8,0,13,9.0,1.5,2.2,5.33,1,14
Robert Briggs,163425,HB,SO MISS,1,6,0,0,0.0,0,0,30,0,0,0,19.0,0.0,1,3,296,0,3,70.7,74.3,69.2,,72.2,79.9,69.5,,10,0,8,1,1,6,0,0,1,7,0,30,19.0,3.17,5.0,8.0,3,14
Lucas Scheerhorn,190304,QB,RICE,1,6,1,1,71.4,20,0,20,0,0,1,16.0,100.0,1,2,275,1,4,16.5,39.0,70.4,,,,46.8,60.0,20,0,0,0,0,8,8,2,0,4,0,28,16.0,2.67,4.7,,0,14
Will Henderson III,190255,HB,UTSA,1,6,2,1,70.7,41,0,58,0,1,2,58.0,362.5,1,2,331,0,1,70.9,68.2,74.6,,76.8,60.0,70.5,60.0,41,0,7,2,16,7,0,0,2,8,0,58,58.0,9.67,9.7,0.44,4,14
Alessio Milivojevic,183542,QB,MICH STATE,1,6,2,0,0.0,0,0,-4,0,0,0,0.0,0.0,1,2,223,0,0,70.8,78.9,77.2,77.0,,,66.2,60.0,11,0,0,0,0,29,11,2,0,4,0,7,19.0,3.17,1.2,,0,14
Ja'Vin Simpkins,175816,HB,COAST CAR,1,6,0,0,0.0,0,0,5,1,0,0,6.0,0.0,0,0,141,0,1,70.5,51.6,73.8,,26.4,29.6,60.9,,6,0,0,0,8,6,0,0,2,6,0,5,6.0,1.0,0.8,0.0,5,14
Alvon Isaac,183442,HB,USF,1,6,1,0,0.0,0,0,22,0,0,1,11.0,30.6,0,1,327,0,5,70.5,61.7,72.5,,44.6,56.9,63.5,57.4,8,0,0,0,5,11,0,0,0,6,0,22,11.0,1.83,3.7,0.0,1,14
Dierre Hill Jr.,199870,HB,OREGON,1,6,1,0,0.0,0,0,29,0,0,1,22.0,45.8,0,1,264,0,5,71.5,70.8,73.5,,,61.8,71.0,59.4,9,0,15,2,7,13,0,0,3,8,0,29,22.0,3.67,4.8,2.14,1,14
Tyvonn Byars,199110,HB,RICE,1,6,2,1,56.5,26,0,46,0,0,2,36.0,200.0,1,3,275,0,4,70.5,83.0,73.0,,73.6,59.9,79.6,67.3,26,0,0,0,1,13,0,0,0,6,0,46,36.0,6.0,7.7,0.0,2,14
Trequan Jones,204200,HB,DOMINION,1,6,1,1,71.8,28,0,39,0,0,1,34.0,81.0,1,2,263,0,2,71.0,70.0,72.0,,73.5,60.1,69.2,58.9,28,0,4,1,2,10,0,0,1,7,0,39,34.0,5.67,6.5,2.0,4,14
Kaden Shields-Dutton,189406,HB,FAU,1,6,2,0,0.0,0,0,29,0,0,2,19.0,90.5,1,2,165,0,0,70.7,66.1,74.6,,83.9,53.2,68.4,,13,0,6,1,16,6,0,0,2,7,0,29,19.0,3.17,4.8,0.38,6,14
Demond Williams Jr.,183648,QB,WASHINGTON,1,6,2,0,0.0,0,0,16,0,0,1,11.0,122.2,1,1,340,0,1,70.2,55.5,76.6,51.4,,,64.0,60.0,18,0,0,0,0,26,30,3,0,3,0,46,24.0,4.0,7.7,,1,14
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,6,0,0,0.0,0,0,2,0,0,0,2.0,0.0,0,1,346,0,0,69.8,64.9,76.7,67.2,,60.0,55.6,60.0,5,1,0,0,1,34,10,3,1,3,1,12,8.0,1.33,2.0,0.0,0,14
Isaiah West,199862,HB,OHIO STATE,1,6,2,0,0.0,0,0,20,0,0,2,16.0,88.9,1,2,260,0,4,70.5,67.8,71.2,,,58.7,66.7,,14,0,0,0,2,6,0,0,0,6,0,20,16.0,2.67,3.3,0.0,2,14
Frank Peasant,121817,HB,MEMPHIS,1,6,2,1,63.3,19,0,30,0,0,2,20.0,111.1,1,1,218,0,3,71.3,65.1,71.0,,76.1,55.4,65.6,60.0,19,0,0,0,8,8,0,0,0,6,0,30,20.0,3.33,5.0,0.0,3,14
Ke'Travion Hargrove,146841,HB,DOMINION,1,6,1,1,68.2,15,0,22,0,0,1,19.0,52.8,1,2,263,0,2,71.3,52.7,75.1,,75.2,55.0,53.5,58.9,15,0,0,0,4,16,0,0,0,6,0,22,19.0,3.17,3.7,0.0,4,14
Goose Crowder,144781,QB,TROY,1,6,2,0,0.0,0,0,-2,0,0,0,0.0,0.0,0,0,318,0,0,70.0,55.0,77.0,59.2,,,47.9,60.0,6,0,0,0,0,32,9,4,0,2,0,7,14.0,2.33,1.2,,0,14
Xavier Robinson,184603,HB,OKLAHOMA,1,6,0,0,0.0,0,0,9,0,0,0,11.0,0.0,0,0,261,0,1,70.5,55.9,74.1,,75.2,55.1,54.6,60.0,3,0,0,0,6,10,0,0,0,6,0,9,11.0,1.83,1.5,0.0,5,14
Athan Kaliakmanis,144971,QB,RUTGERS,1,6,2,0,0.0,0,0,2,0,0,0,3.0,0.0,1,3,278,1,0,27.9,92.3,76.8,92.0,,,70.0,60.0,11,0,0,0,0,35,20,3,0,3,1,22,17.0,2.83,3.7,,1,14
Jalen Kitna,146688,QB,UAB,1,6,0,0,0.0,0,0,-4,0,0,0,1.0,0.0,0,1,321,0,0,69.3,62.7,76.9,62.5,,,58.2,60.0,6,0,0,0,0,47,15,3,0,3,0,11,9.0,1.5,1.8,,0,14
Dylan Carson,173850,HB,AIR FORCE,1,6,0,0,0.0,0,0,18,0,0,0,9.0,0.0,0,0,101,0,0,70.5,53.2,75.2,,68.1,59.5,52.2,63.5,4,0,0,0,1,17,0,0,0,6,0,18,9.0,1.5,3.0,0.0,0,14
Lloyd Jones III,199313,QB,TEXAS TECH,1,6,0,0,0.0,0,0,9,0,0,0,1.0,0.0,1,1,315,0,1,69.7,65.6,0.0,72.8,,,59.9,60.0,13,1,0,0,0,20,1,1,0,5,0,10,1.0,0.17,1.7,,1,14
Caden Durham,184449,HB,LSU,1,6,1,0,0.0,0,0,42,0,0,1,24.0,57.1,0,1,211,0,0,70.7,71.8,74.3,,23.3,55.7,79.1,58.8,9,0,1,1,12,9,0,0,1,7,0,42,24.0,4.0,7.0,0.08,6,14
Benjamin Hall,174038,HB,N CAROLINA,1,6,0,0,0.0,0,0,29,0,1,0,17.0,35.4,0,2,245,0,5,71.8,68.2,74.0,,12.1,60.8,71.6,60.0,9,0,1,2,10,8,0,0,2,8,0,29,17.0,2.83,4.8,0.1,1,14
Dante Dowdell,174131,HB,KENTUCKY,1,6,1,0,0.0,0,0,27,0,1,1,14.0,66.7,0,1,202,0,3,71.4,62.7,74.0,,19.5,70.9,65.4,60.0,9,0,9,1,8,9,0,0,1,7,0,27,14.0,2.33,4.5,1.13,3,14
Zylan Perry,156734,HB,LA LAFAYET,1,6,1,0,0.0,0,0,20,0,0,1,12.0,33.3,0,0,207,1,2,19.3,50.5,75.3,,77.2,55.5,50.5,55.2,9,0,0,0,8,11,0,0,2,6,0,20,12.0,2.0,3.3,0.0,4,14
Jadarian Price,156985,HB,NOTRE DAME,1,6,2,0,0.0,0,0,15,0,2,2,19.0,140.7,0,1,258,0,2,71.0,67.1,73.5,,74.2,83.2,61.6,,6,0,40,3,13,6,0,0,3,9,1,15,19.0,3.17,2.5,3.08,4,14
Derrick McFall,183252,HB,SMU,1,5,2,1,56.3,18,0,32,0,0,2,32.0,182.9,2,2,287,0,2,70.1,72.6,70.9,,74.8,69.3,71.0,,18,0,12,2,7,5,0,0,3,7,0,32,32.0,6.4,6.4,1.71,3,14
Weston Bryan,207846,QB,GA SOUTHRN,1,5,1,0,0.0,0,0,23,0,0,1,10.0,40.0,0,3,174,0,3,69.7,90.1,69.5,83.1,,,72.2,,9,0,0,0,0,5,0,0,0,5,0,23,10.0,2.0,4.6,,2,14
