player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Walt Gray,198279,LB,COAST CAR,2,0,0,,0,0,141,0,0,64.5,79.4,75.7,91.9,55.1,75.2,0,0,0,0,,0.0,0,0,0,0.0,0,1,0,12,0,9,26,6,0,0,6,0,0,20,6,11,8,2,1,0,0,1,0,0,0,
Fredd Adams,198282,CB,COAST CAR,9,3,0,76.0,0,0,141,0,0,57.2,56.7,82.5,,53.1,39.7,0,0,0,0,42.0,26.9,7,2,0,121.4,19,0,0,23,263,149,292,6,0,0,6,0,0,286,0,143,0,6,16,0,25,0,1,256,109,13.5
Brandon Rose,198289,S,COAST CAR,1,0,0,,0,0,141,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Jevon Edwards,198291,HB,COAST CAR,1,0,0,,0,0,141,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Dominic Lee-Knicely,198293,HB,COAST CAR,1,0,0,,0,0,141,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Nate Gregory,198294,LB,COAST CAR,1,0,0,,0,0,141,0,0,,73.9,68.6,,66.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,
Zach Atkins,198297,TE,COLORADO,1,0,0,,0,0,143,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Quanell Farrakhan Jr.,198299,WR,COLORADO,2,0,0,,0,0,143,0,0,65.6,66.1,60.0,,,70.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,
London Merritt,198301,ED,COLORADO,12,9,0,,0,0,143,0,0,62.8,72.5,85.7,61.0,76.5,69.8,2,11,0,0,,10.3,3,0,0,0.0,0,1,0,3,0,3,323,320,1,13,295,11,0,3,146,174,0,15,17,6,0,14,0,0,0,
Mantrez Walker,198305,LB,COLORADO,1,0,0,,0,0,143,0,0,,62.8,64.4,,60.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Alexander McPherson,198306,ED,COLORADO,9,1,0,,0,0,143,0,0,60.6,63.6,84.1,65.6,58.7,56.6,2,7,0,0,,21.4,3,0,0,0.0,0,1,0,0,0,1,211,210,0,7,199,4,0,1,103,107,0,8,10,0,0,10,0,0,0,
Christian Hudson,198307,DI,COLORADO,4,1,0,,0,0,143,0,0,,60.4,74.7,56.6,62.2,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,18,18,6,12,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,
Devin Pringle,198314,CB,UCONN,11,14,0,71.1,0,0,146,0,0,68.1,66.6,49.0,75.0,58.3,42.8,0,2,0,1,75.0,20.6,13,3,3,114.5,32,0,0,76,610,342,693,3,0,0,3,0,0,690,4,347,3,8,36,2,45,2,4,354,128,11.1
Osiris Gilbert,198318,CB,UCONN,8,2,0,52.6,0,0,146,0,0,69.3,69.6,81.3,54.7,70.0,80.0,0,1,0,0,22.0,6.3,1,2,2,83.7,10,0,0,40,245,162,288,3,0,0,3,0,0,285,5,121,0,2,13,0,19,1,1,92,25,9.2
Saxton Suchanic,198320,CB,UCONN,1,0,0,,0,0,146,0,0,61.9,62.8,73.2,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,3,9,0,0,0,0,0,0,9,0,6,8,0,0,0,0,0,0,0,0,
Elliott Schaper,198325,LB,DUKE,6,7,0,75.0,0,0,154,0,0,54.1,54.3,79.0,82.7,37.9,85.7,0,1,0,1,19.0,0.0,0,0,0,56.3,3,4,0,82,0,53,93,2,0,0,2,0,1,91,7,33,8,4,4,0,4,5,0,30,5,10.0
Bradley Gompers,198326,LB,DUKE,7,4,0,71.4,0,0,154,1,0,64.6,65.6,0.0,74.1,66.3,85.0,0,1,0,0,20.0,0.0,0,0,1,125.0,5,0,0,76,1,49,93,6,0,0,6,0,0,87,9,35,10,4,8,1,7,1,1,40,13,8.0
Bryce Davis,198328,ED,DUKE,12,1,0,100.0,0,0,154,0,0,62.2,65.5,0.0,74.6,63.8,63.0,1,6,0,0,16.0,9.1,1,1,3,114.6,2,0,0,0,0,10,155,155,16,5,130,4,0,0,79,66,0,7,9,2,2,7,0,23,10,11.5
Bariate Kara,198329,DI,DUKE,1,0,0,,0,0,154,0,0,,61.9,67.8,,60.6,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Julius Columbus,198330,DI,DUKE,1,0,0,,0,0,154,0,0,,32.2,67.4,,41.8,16.2,0,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Kaleb Lanier,198331,CB,DUKE,3,0,0,,0,0,154,0,0,65.1,65.1,76.1,59.7,60.6,27.9,0,0,0,0,,50.0,1,0,0,0.0,0,0,0,2,27,35,42,0,0,0,0,0,0,42,1,6,12,0,1,0,0,0,0,0,0,
Ma'khi Jones,198336,S,DUKE,12,6,0,60.0,0,1,154,0,0,55.1,60.5,84.2,70.6,69.4,67.3,0,0,0,0,29.0,13.8,4,0,0,90.8,6,1,0,43,4,117,215,11,0,0,11,0,101,204,4,94,56,5,19,1,10,1,0,93,41,15.5
Key Crowell,198341,CB,E CAROLINA,10,3,0,57.1,0,0,156,0,0,66.7,64.1,80.5,59.9,48.4,26.5,0,0,0,0,14.0,44.4,4,1,1,74.7,4,0,0,8,171,112,181,1,0,0,1,0,0,180,1,68,0,2,2,0,7,0,0,42,27,10.5
Jacoby Martin,198344,DI,E CAROLINA,1,0,0,,0,0,156,0,0,,30.8,0.0,58.4,57.8,,0,0,0,0,,,0,0,1,0.0,0,0,0,0,0,0,5,5,0,3,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,
Angelo Ross,198347,CB,E CAROLINA,3,0,0,50.0,0,0,156,0,0,92.7,88.5,0.0,,62.5,76.6,0,0,0,1,9.0,0.0,0,0,2,22.9,1,0,0,2,23,12,25,0,0,0,0,0,0,25,0,13,0,0,2,0,2,0,0,9,2,9.0
Dominick Moody,198349,DI,E CAROLINA,2,0,0,,0,0,156,0,0,,68.7,72.4,57.3,69.7,70.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,11,11,6,4,0,1,0,0,8,3,0,1,1,1,0,0,0,0,0,
Derrion Horsley,198355,CB,E CAROLINA,3,0,0,80.0,0,0,156,0,0,68.8,69.7,75.3,,65.1,81.7,0,0,0,0,4.0,0.0,0,0,0,79.2,4,0,0,2,39,27,41,0,0,0,0,0,0,41,0,14,0,3,6,0,5,0,0,13,8,3.3
Josiah Dwyer,198358,DI,E CAROLINA,1,0,0,,0,0,156,0,0,,59.9,67.5,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,
Dylon Worthen,198359,ED,E CAROLINA,1,0,0,100.0,0,0,156,0,0,64.2,66.7,77.1,59.5,60.0,32.7,0,0,0,0,10.0,33.3,1,0,0,86.1,3,0,0,0,0,9,12,6,0,0,6,0,0,6,2,1,6,2,2,0,3,0,0,14,7,4.7
Landon Lewis,198360,ED,E CAROLINA,1,0,0,,0,1,156,0,0,61.2,97.7,70.8,59.8,97.7,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,0,3,8,5,0,0,5,0,0,3,1,4,0,0,2,0,0,0,0,0,0,
Kendric Davis,198362,LB,E CAROLINA,1,0,0,,0,0,156,0,0,72.3,75.2,66.6,60.0,61.1,74.3,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,8,0,3,8,0,0,0,0,0,0,8,1,4,0,1,1,0,0,0,0,0,0,
Jordan Miles,198364,LB,E CAROLINA,5,3,0,100.0,0,0,156,0,0,67.2,63.5,76.9,69.9,52.9,45.2,1,1,0,0,5.0,25.0,3,0,0,83.3,2,0,0,53,0,22,59,2,0,0,2,0,1,57,8,29,3,4,6,0,2,2,0,8,2,4.0
Duke Clayton,198368,ED,E MICHIGAN,4,1,0,,0,0,160,0,0,,67.0,77.1,55.7,70.7,76.5,1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,29,29,0,0,29,0,0,0,14,15,0,3,3,0,0,1,0,0,0,
Zavian Dilworth,198371,CB,E MICHIGAN,2,1,0,,0,0,160,0,0,64.1,65.0,69.1,,60.0,75.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,5,3,6,0,0,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,0,
Tylan Boykin,198373,S,E MICHIGAN,3,1,0,,0,0,160,0,0,34.2,45.9,73.1,,63.2,57.9,0,0,0,0,,20.0,1,0,0,0.0,0,0,0,7,0,6,20,0,0,0,0,0,12,20,0,14,1,1,3,0,0,0,0,0,0,
Donmiel Rogers,198374,CB,E MICHIGAN,8,3,0,41.7,0,0,160,0,0,46.4,50.5,82.7,63.5,62.9,44.2,0,0,0,0,35.0,25.0,3,0,1,99.3,5,0,0,8,77,83,185,3,0,0,3,0,1,182,5,97,96,2,6,0,12,0,1,100,14,20.0
Quincy Byas,198375,ED,E MICHIGAN,11,6,0,50.0,0,0,160,0,0,62.0,66.2,85.6,74.6,56.2,51.2,4,8,0,0,15.0,23.1,6,0,0,75.0,1,3,0,22,0,10,287,262,0,2,254,6,0,25,126,151,3,14,14,2,2,15,0,15,17,15.0
Christian Kiptoo,198382,DI,E MICHIGAN,1,0,0,,0,0,160,0,0,,60.0,64.7,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Hector Gonzalez,198390,ED,E MICHIGAN,10,3,1,,0,0,160,0,0,60.0,58.3,84.3,55.6,58.4,29.7,0,3,0,0,,27.8,5,0,1,0.0,0,0,0,2,0,1,261,259,0,9,226,24,0,2,87,173,0,7,10,1,0,3,0,0,0,
Andre Brown,198391,WR,FIU,1,0,0,,0,0,166,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Kenton Simmons,198393,ED,FIU,12,3,2,100.0,0,0,166,0,0,61.0,62.4,74.8,65.2,56.4,49.4,5,27,0,0,20.0,31.8,7,0,1,118.8,1,6,0,22,0,29,596,565,5,5,545,10,0,31,341,226,8,16,12,2,1,38,0,20,6,20.0
Ormond Wallace,198396,S,FIU,6,1,0,100.0,0,0,166,0,0,62.1,51.5,77.4,,33.4,29.2,0,0,0,0,12.0,40.0,2,0,0,116.7,1,0,0,18,1,24,47,3,0,0,3,0,14,44,0,23,11,0,2,0,1,0,0,12,1,12.0
Xion Chapman,198397,DI,FIU,11,9,1,,0,1,166,0,0,60.0,71.5,84.3,76.4,60.2,62.9,3,18,0,0,,11.1,2,0,0,0.0,0,2,0,0,0,0,294,293,56,205,4,28,0,1,189,105,0,5,7,0,0,23,0,0,0,
Jessiah McGrew,198400,S,FIU,12,19,0,60.0,0,2,166,0,0,82.5,72.5,88.1,72.9,47.2,53.4,0,2,0,4,61.0,18.9,18,5,1,85.8,18,0,0,264,1,449,769,8,0,0,8,0,375,761,7,313,120,13,58,1,30,2,3,288,117,16.0
Anthony Smith,198406,DI,FIU,4,0,0,,0,0,166,0,0,,53.4,76.0,54.3,54.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,34,34,8,17,0,9,0,0,15,19,0,0,0,0,0,0,0,0,0,
King Massey,198407,DI,FIU,1,0,0,,0,0,166,0,0,,62.3,70.1,59.0,61.6,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,
Tyson Carter,198409,WR,FIU,1,0,0,,0,0,166,0,0,,60.0,60.0,60.0,,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
Cam Davis,198415,LB,FIU,1,1,0,,0,0,166,0,0,60.8,65.3,68.0,60.0,64.6,73.2,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,6,0,3,6,0,0,0,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,
Kani Smith,198417,LB,FIU,2,0,0,,0,0,166,0,0,,60.0,60.0,60.0,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,
Tyeland Coleman,198422,DI,FLORIDA ST,3,0,0,,0,0,167,0,0,59.2,66.8,76.5,59.7,72.6,37.9,0,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,2,44,44,7,19,11,7,0,0,24,18,0,2,1,0,0,2,0,0,0,
Antonio Cromartie Jr.,198424,S,FLORIDA ST,2,2,0,33.3,0,0,167,0,0,61.4,60.3,74.4,,57.6,79.5,0,0,0,0,24.0,0.0,0,0,0,63.2,1,0,0,16,0,14,28,0,0,0,0,0,3,28,0,14,9,0,1,0,3,0,0,24,1,24.0
Darryll Desir,198425,ED,FLORIDA ST,12,5,0,,0,0,167,0,0,61.8,66.3,85.0,68.5,60.2,64.9,5,15,0,0,,13.0,3,0,0,0.0,0,0,0,0,0,3,300,300,3,29,226,42,0,0,142,155,0,11,15,2,0,20,0,0,0,
Mandrell Desir,198426,DI,FLORIDA ST,12,4,0,100.0,0,1,167,0,0,56.9,57.4,58.0,69.5,48.3,40.9,3,15,0,0,15.0,25.0,7,0,1,118.8,1,6,0,0,0,4,339,339,12,213,47,67,0,0,187,148,0,18,17,1,1,24,0,15,0,15.0
Shamar Arnoux,198427,CB,FLORIDA ST,11,5,0,54.2,0,0,167,0,0,60.0,60.3,83.6,52.8,61.3,68.5,0,2,0,0,23.0,16.1,5,1,2,97.9,13,0,0,35,284,167,345,6,0,0,6,0,3,339,5,173,17,6,21,0,24,2,2,132,39,10.2
Zae Thomas,198428,CB,FLORIDA ST,2,0,0,,0,0,167,0,0,63.2,63.9,70.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,9,5,9,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,
Kevin Wynn,198431,DI,FLORIDA ST,4,1,1,,0,0,167,0,0,,49.3,0.0,60.5,52.1,72.9,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,40,40,12,26,0,2,0,0,21,19,0,0,0,0,0,0,0,0,0,
L A Jessie Harrold,198432,ED,FLORIDA ST,1,0,0,,0,0,167,0,0,,67.3,68.5,66.9,,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,
Max Redmon,198434,S,FLORIDA ST,2,0,0,,0,0,167,0,0,63.8,66.4,73.0,,65.7,76.4,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,7,0,9,20,0,0,0,0,0,12,20,0,11,1,0,1,0,0,0,0,0,0,
Tylon Lee,198444,DI,FLORIDA ST,3,1,0,,0,0,167,0,0,,74.1,0.0,62.1,83.7,74.4,0,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,0,20,20,0,11,4,5,0,0,11,9,0,1,1,0,0,0,0,0,0,
Logan Goodspeed,198450,DI,FRESNO ST,3,0,0,,0,0,169,0,0,,57.0,73.5,66.2,51.0,22.5,1,1,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,0,21,21,0,19,0,2,0,0,12,9,0,1,1,0,0,2,0,0,0,
Bryson Harrington,198453,ED,FRESNO ST,1,0,0,,0,0,169,0,0,,61.3,66.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Dominick Kelly,198459,CB,GEORGIA,5,0,0,42.9,1,0,173,0,0,57.3,58.2,77.1,,63.2,76.6,0,0,0,0,38.0,0.0,0,3,3,120.8,3,0,0,1,57,40,61,0,0,0,0,0,0,61,0,21,3,0,2,0,7,0,1,73,5,24.3
Jontae Gilbert,198461,CB,GEORGIA,1,0,0,,0,0,173,0,0,62.6,63.5,68.5,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,5,3,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,
Chase Linton,198462,ED,GEORGIA,1,0,0,,0,0,173,0,0,60.0,58.9,71.1,58.8,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,1,0,1,4,3,0,0,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,
AJ Kruah,198464,LB,GEORGIA,2,0,0,,0,0,173,0,0,60.0,63.7,67.2,,61.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,4,0,1,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,
Jaylan Morgan,198472,S,GEORGIA,1,0,0,0.0,0,0,173,0,0,63.9,64.1,71.4,,60.0,,0,0,0,0,,,0,0,0,39.6,0,0,0,3,0,7,11,0,0,0,0,0,7,11,0,4,1,0,0,0,1,0,0,0,0,
Isaiah Gibson,198476,ED,GEORGIA,3,1,0,,0,0,173,0,0,60.0,61.6,76.4,59.0,62.1,73.0,0,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,1,20,20,0,0,20,0,0,0,12,7,0,0,0,0,0,1,0,0,0,
Darren Ikinnagbon,198478,ED,GEORGIA,4,1,0,,0,0,173,0,0,64.0,62.6,78.8,52.8,66.8,49.1,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,1,0,4,29,26,0,0,26,0,0,3,13,12,2,1,1,0,0,0,0,0,0,
Zayden Walker,198480,LB,GEORGIA,7,1,0,100.0,0,1,173,0,0,63.9,52.6,0.0,57.2,50.8,80.2,1,4,0,0,4.0,0.0,0,0,1,81.3,2,1,0,32,0,12,57,24,0,0,24,0,0,33,33,12,1,4,3,0,2,6,0,7,6,3.5
Elijah Griffin,198481,DI,GEORGIA,12,4,1,,0,0,173,0,0,60.0,69.3,54.5,66.0,70.2,50.9,3,8,0,0,,18.8,3,0,1,0.0,0,1,0,0,0,0,295,295,48,200,4,43,0,0,176,119,0,6,9,1,0,12,0,0,0,
Adrian Hill,198488,DI,FAU,1,0,0,,0,0,165,0,0,,60.0,67.8,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Julian Smith,198492,S,HAWAII,3,0,0,,0,0,180,0,0,63.4,50.0,0.0,,57.3,,0,0,0,0,,,0,0,1,0.0,0,0,0,6,0,9,14,0,0,0,0,0,5,14,0,5,3,0,0,0,0,0,0,0,0,
Kainoa Ontai,198493,CB,HAWAII,2,0,0,0.0,0,0,180,0,0,62.1,64.6,69.4,,61.7,74.2,0,0,0,0,,0.0,0,0,0,39.6,0,0,0,0,6,4,6,0,0,0,0,0,0,6,0,2,0,0,1,0,1,0,0,0,0,
Matteus Ioane,198495,LB,HAWAII,1,0,0,100.0,0,0,180,0,0,45.5,43.5,67.3,,60.0,73.1,0,0,0,0,20.0,0.0,0,0,0,118.8,1,0,0,8,0,7,8,0,0,0,0,0,0,8,0,1,0,0,1,0,1,0,0,20,4,20.0
Waipehe Winchester,198496,DI,HAWAII,3,0,0,,0,0,180,0,0,,69.8,70.5,58.2,69.1,69.7,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,8,8,0,6,0,2,0,0,3,5,0,1,1,0,0,0,0,0,0,
Ismael Kante,198502,ED,ILLINOIS,9,2,0,100.0,0,0,187,0,0,74.7,63.8,79.8,52.0,54.8,79.8,1,1,0,0,5.0,0.0,0,1,0,87.5,1,0,0,29,0,18,52,20,0,0,20,0,0,32,11,23,3,2,3,0,1,2,0,5,2,5.0
Isaiah White,198504,DI,ILLINOIS,1,0,0,,0,0,187,0,0,,61.4,69.1,,60.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
Cameron Brooks,198505,DI,ILLINOIS,1,0,0,,0,0,187,0,0,,62.3,67.4,,61.2,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Grant Beerman,198511,LB,ILLINOIS,4,0,0,0.0,0,0,187,0,0,61.8,70.1,74.1,66.9,66.1,,0,0,0,0,,,0,0,0,39.6,0,0,0,13,0,6,15,2,0,0,2,0,0,13,2,7,0,0,0,0,1,0,0,0,0,
Xanai Scott,198516,S,ILLINOIS,2,0,0,,0,0,187,0,0,,62.7,71.2,,62.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,5,0,0,12,0,0,0,0,0,7,12,0,12,0,0,0,0,0,0,0,0,0,
Kyler Garcia,198524,DI,INDIANA,1,0,0,,0,0,190,0,0,,66.0,69.1,,64.3,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
Tyrone Burrus Jr.,198525,DI,INDIANA,1,0,0,,0,0,190,0,0,61.2,64.9,73.3,54.3,60.0,71.5,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,0,12,12,0,0,11,1,0,0,11,1,0,1,1,0,0,0,0,0,0,
Garrett Reese,198529,S,INDIANA,1,0,0,,0,0,190,1,0,70.1,76.8,67.3,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,6,0,2,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,
Byron Baldwin Jr.,198533,CB,INDIANA,3,1,0,75.0,0,0,190,1,0,63.3,59.3,78.9,55.3,50.8,63.2,0,0,0,0,18.0,20.0,1,0,0,92.7,3,0,0,4,0,25,37,5,0,0,5,0,0,32,4,8,28,2,3,1,4,0,0,27,33,9.0
Jaylen Bell,198543,CB,INDIANA,6,0,0,,0,0,190,0,0,65.7,68.8,74.9,60.0,72.1,53.8,0,1,0,0,,25.0,1,0,0,0.0,0,0,0,11,23,27,51,0,0,0,0,0,0,51,1,23,16,0,3,0,0,1,0,0,0,
Joshua Patterson,198560,S,IOWA STATE,4,0,0,63.6,0,0,193,0,0,58.7,60.4,80.7,,64.0,44.2,0,0,0,1,15.0,33.3,2,2,0,40.3,7,0,0,31,1,58,114,0,0,0,0,0,30,114,0,56,52,0,4,0,11,0,0,61,46,8.7
Ka'Mori Moore,198569,DI,IOWA STATE,3,0,0,,0,0,193,0,0,,49.7,73.4,57.9,50.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,13,13,10,3,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,
Myles Butler,198570,LB,JVILLE ST,11,8,0,55.6,0,0,196,1,0,75.4,65.1,81.3,65.0,50.4,50.1,1,5,0,1,17.0,19.4,6,1,0,69.0,5,0,0,229,0,121,259,13,0,0,13,0,0,246,32,106,16,8,17,0,9,6,1,50,11,10.0
Riggs Dunn,198571,S,JVILLE ST,3,1,0,,0,0,196,0,0,74.0,73.7,65.9,,60.0,74.8,0,0,0,0,,0.0,0,0,0,0.0,0,0,0,2,0,2,5,0,0,0,0,0,1,5,0,3,1,0,0,0,0,0,0,0,0,
Emmanuel Oyebadejo,198573,ED,JVILLE ST,12,8,6,100.0,0,2,196,0,0,66.6,79.7,52.7,72.6,78.6,57.8,5,19,0,0,8.0,15.4,6,0,2,100.0,1,5,0,1,0,9,570,569,1,68,257,243,0,1,318,243,0,23,25,2,1,29,0,8,4,8.0
RJ Rainer,198576,CB,JVILLE ST,8,1,0,87.5,0,0,196,0,0,58.6,60.5,79.7,,70.5,63.0,0,0,0,0,31.0,16.7,2,0,2,118.8,7,0,0,7,111,84,124,0,0,0,0,0,1,124,0,40,4,3,9,0,8,0,0,110,23,15.7
Temarion Foster,198577,CB,JVILLE ST,1,0,0,,0,0,196,0,0,61.5,62.3,66.9,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,
Adrian Holley,198592,DI,KANSAS,1,0,0,,0,0,198,0,0,,50.6,67.4,,55.5,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
Patrick Tackie,198594,DI,KANSAS ST,1,0,0,,0,0,199,0,0,,50.5,68.2,59.8,55.4,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,
Weston Polk,198597,LB,KANSAS ST,1,0,0,,0,0,199,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Logan Bartley,198599,S,KANSAS ST,11,4,0,71.4,0,0,199,0,0,73.8,68.0,0.0,59.0,60.7,73.9,0,0,0,0,27.0,9.1,2,1,1,94.3,5,0,0,79,1,79,154,3,0,0,3,0,47,151,2,73,24,7,16,1,7,0,0,55,14,11.0
Clayton Coppock Jr.,198608,WR,KENNESAW,1,0,0,,0,0,200,0,0,,60.0,65.7,60.0,,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Jackson Cooper,198613,DI,KENNESAW,12,1,0,,0,0,200,0,0,60.0,47.3,82.2,55.2,42.6,48.8,0,1,0,0,,20.0,1,0,0,0.0,0,0,0,0,0,0,189,189,73,114,0,2,0,0,99,90,0,3,3,0,0,1,0,0,0,
Tay'vion Lawson,198615,CB,KENNESAW,8,2,0,25.0,0,0,200,0,0,59.3,59.4,78.7,,58.9,50.8,0,0,0,0,50.0,27.3,3,0,0,79.2,1,0,0,5,89,49,99,1,0,0,1,0,2,98,0,50,1,4,6,0,4,0,0,50,4,50.0
Elijah Hill,198617,ED,KENNESAW,12,1,0,100.0,0,0,200,0,0,49.4,70.7,54.2,88.3,36.2,27.9,3,22,0,0,6.0,58.3,7,0,1,131.3,1,9,0,2,0,2,263,261,0,18,209,34,0,2,194,67,0,10,4,2,1,34,1,6,5,6.0
